scode,hycode,companycode,sname,publishname,mkt,reporttimetypecode,combinetypecode,dataajusttype,noticedate,reportdate,sumasset,fixedasset,monetaryfund,monetaryfund_tb,accountrec,accountrec_tb,inventory,inventory_tb,sumliab,accountpay,accountpay_tb,advancereceive,advancereceive_tb,sumshequity,sumshequity_tb,tsatz,tdetz,ld,zcfzl,cashanddepositcbank,cashanddepositcbank_tb,loanadvances,loanadvances_tb,saleablefasset,saleablefasset_tb,borrowfromcbank,borrowfromcbank_tb,acceptdeposit,acceptdeposit_tb,sellbuybackfasset,sellbuybackfasset_tb,settlementprovision,settlementprovision_tb,borrowfund,borrowfund_tb,agenttradesecurity,agenttradesecurity_tb,premiumrec,premiumrec_tb,stborrow,stborrow_tb,premiumadvance,premiumadvance_tb,eutime
002715,016035,80198667,登云股份,汽车行业,zxb,003,001,2,2018-04-25T00:00:00,2015-03-31T00:00:00,673537111.47,246867280.48,65683483.08,-0.655668057631301,106114180.34,-0.184194185053066,149696851.56,0.167618710233917,196289707.04,10737779.09,-0.56493383626801,-446143.17,-3.72300241994791,477247404.43,-0.035884602323133,-0.184566,-0.406936,0.01842834,0.2914311679,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2019-07-10T13:37:22
002490,016043,10002533,山东墨龙,机械行业,zxb,003,001,2,2017-09-30T00:00:00,2015-03-31T00:00:00,6237632023.86,1781579946.12,737044605.46,0.0645377389251755,596014546.34,-0.0500086000383368,1006112086.77,-0.175372649807488,3507839413.73,745437400.55,0.232656709131115,175546826.26,0.358813112463361,2729792610.13,-0.0041596908140958,0.007019,0.015893,0.00873788,0.5623671612,-,-,-,-,10000000.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2019-07-10T13:00:40
600097,016009,10000070,开创国际,农牧饲渔,shzb,003,001,2,2016-08-11T00:00:00,2015-03-31T00:00:00,1282159153.82,718947595.02,142540244.13,0.0224024592128583,7037164.32,-0.514872613265872,206071398.06,0.399106821940545,428330577.64,109439464.32,0.0949569515537372,10609733.26,-0.381026494260013,853828576.18,0.0309218842768993,-0.000935,-0.058905,0.01405307,0.3340697419,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2019-11-29T14:25:07
002041,016009,10001442,登海种业,农牧饲渔,zxb,003,001,2,2016-07-22T00:00:00,2015-03-31T00:00:00,3734542434.76,559572852.71,265701602.98,-0.813150699673813,106901697.36,-0.337744227923695,613425594.22,0.0518024951566205,780938378.97,34314540.85,1.61740536884537,165913166.29,0.430303506066979,2953604055.79,0.159350565613902,0.135275,0.052604,0.04581828,0.2091121985,-,-,-,-,5000000.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2019-07-10T13:15:03
600802,016004,10000751,福建水泥,水泥建材,shzb,003,001,2,2016-04-30T00:00:00,2015-03-31T00:00:00,5464194333.07,2730394296.21,418716271.32,-0.0496453031348437,11234308.97,-0.534556937834728,268781291.04,0.521865833124389,3367784038.34,283677972.6,0.459885982389427,75033668.4,-0.0103099593433523,2096410294.73,0.198679441990558,0.215697,0.226536,0.00307153,0.6163367979,-,-,-,-,973098920.0,0.923599242214524,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2019-07-10T13:13:35
600331,016032,10000270,宏达股份,有色金属,shzb,003,001,2,2016-04-29T00:00:00,2015-03-31T00:00:00,10218621992.44,2583990242.11,506175928.47,-0.118727125030042,38079403.67,0.845901378607245,1794929040.67,0.0499042478160224,4921675146.58,644564893.87,0.181093398216998,256214236.26,0.138347935775759,5296946845.86,2.68054572580288,0.280184,-0.247793,0.00852238,0.481637852,-,-,-,-,100000.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2019-11-29T14:20:33
600123,016011,10000095,兰花科创,煤炭采选,shzb,003,001,2,2016-04-26T00:00:00,2015-03-31T00:00:00,22074996450.63,3815098517.56,2469507647.77,-0.0862287839797657,166607683.75,3.6511490746347,655164371.32,-0.125882542129508,11835062660.0,910880036.52,-0.0642286663413995,516924052.05,0.235730226169959,10239933790.63,-0.0199424736059935,0.064677,0.150635,0.01273013,0.536129765,-,-,-,-,2254400.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2019-07-10T13:12:34
300399,016014,80198731,京天利,电子信息,cyb,003,001,2,2016-03-08T00:00:00,2015-03-31T00:00:00,429808581.74,38414729.13,186699716.87,-,17087177.98,-,4427954.59,-,14276455.76,4560193.91,-,531390.3,-,415532125.98,-,-,-,0.2731752,0.0332158462,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2019-07-10T13:09:55
601108,016027,80048595,财通证券,券商信托,shzb,003,001,2,2015-11-23T00:00:00,2015-03-31T00:00:00,62377592300.0,235107800.0,26201954400.0,-,-,-,-,-,51651166200.0,-,-,-,-,10726426100.0,-,-,-,-,0.8280403955,-,-,-,-,1704701200.0,-,-,-,-,-,10073107800.0,-,3234641000.0,-,1109000000.0,-,16305973600.0,-,-,-,-,-,-,-,2017-08-05T10:54:11
300661,016022,80329888,圣邦股份,电子元件,cyb,003,001,2,2015-11-13T00:00:00,2015-03-31T00:00:00,283053610.34,4311200.46,181816082.96,-,10044031.15,-,65605015.4,-,79359993.63,47213129.38,-,1175785.3,-,203693616.71,-,-,-,0.04093793,0.2803708935,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2019-07-10T13:08:43
