scode,hycode,companycode,sname,publishname,mkt,reporttimetypecode,combinetypecode,dataajusttype,noticedate,reportdate,sumasset,fixedasset,monetaryfund,monetaryfund_tb,accountrec,accountrec_tb,inventory,inventory_tb,sumliab,accountpay,accountpay_tb,advancereceive,advancereceive_tb,sumshequity,sumshequity_tb,tsatz,tdetz,ld,zcfzl,cashanddepositcbank,cashanddepositcbank_tb,loanadvances,loanadvances_tb,saleablefasset,saleablefasset_tb,borrowfromcbank,borrowfromcbank_tb,acceptdeposit,acceptdeposit_tb,sellbuybackfasset,sellbuybackfasset_tb,settlementprovision,settlementprovision_tb,borrowfund,borrowfund_tb,agenttradesecurity,agenttradesecurity_tb,premiumrec,premiumrec_tb,stborrow,stborrow_tb,premiumadvance,premiumadvance_tb,eutime
688368,016022,80701789,晶丰明源,电子元件,,003,001,2,2017-10-13T00:00:00,2017-03-31T00:00:00,314365048.14,4500743.32,46256398.82,-,97652125.63,-,55605454.79,-,176488822.75,115975712.31,-,1628079.19,-,137876225.39,-,-,-,0.01674895,0.5614136298,-,-,-,-,10000000.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2019-07-10T13:33:08
603068,016022,80701784,博通集成,电子元件,shzb,003,001,2,2017-10-13T00:00:00,2017-03-31T00:00:00,514105155.16,57547252.35,177928537.22,-,66392657.2,-,189466067.99,-,282839869.77,95914249.47,-,2266246.77,-,231265285.39,-,-,-,0.01613281,0.5501595674,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2019-07-10T13:33:09
300762,016015,80485029,上海瀚讯,通讯行业,cyb,003,001,2,2017-10-13T00:00:00,2017-03-31T00:00:00,568294070.73,7250903.59,43118558.32,-,283746917.43,-,101477770.65,-,152982836.88,142321669.84,-,3022150.0,-,415311233.85,-,-,-,0.03487597,0.2691966092,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2019-07-10T13:33:09
603260,016041,80476576,合盛硅业,化工行业,shzb,003,001,2,2017-10-10T00:00:00,2017-03-31T00:00:00,8591233913.44,4002890486.79,894589851.75,-,300854740.38,-,751703383.33,-,5612182061.59,1775424237.98,-,66177925.49,-,2979051851.85,-,-,-,0.00458108,0.6532451704,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2019-07-10T13:33:03
002952,016022,80423809,亚世光电,电子元件,zxb,003,001,2,2017-09-29T00:00:00,2017-03-31T00:00:00,362242138.18,54990016.33,73508026.41,-,74569564.72,-,91745246.74,-,129704426.32,92174893.41,-,10138355.09,-,232537711.86,-,-,-,0.02538634,0.3580600175,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2019-07-10T13:33:06
603332,016026,80202085,苏州龙杰,化纤行业,shzb,003,001,2,2017-09-29T00:00:00,2017-03-31T00:00:00,720538779.9,319128473.1,48120873.49,-,8783947.6,-,174375795.96,-,174313601.8,18640516.71,-,6500234.91,-,546225178.1,-,-,-,0.02444262,0.2419211938,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2019-07-10T13:33:06
300780,016043,80451973,德恩精工,机械行业,cyb,003,001,2,2017-09-29T00:00:00,2017-03-31T00:00:00,669115787.6,226682717.22,115489325.41,-,61282759.01,-,178638964.69,-,248474595.45,49455014.04,-,4873046.21,-,420641192.15,-,-,-,0.01723908,0.3713476801,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2019-07-10T13:33:07
002947,016022,80692117,恒铭达,电子元件,zxb,003,001,2,2017-09-29T00:00:00,2017-03-31T00:00:00,525386749.98,96099467.88,189390230.06,-,186858861.49,-,27773267.64,-,188300732.25,72566150.5,-,2106.0,-,337086017.73,-,-,-,0.02209371,0.3584040371,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2019-07-10T13:33:07
002906,016022,80136633,华阳集团,电子元件,zxb,003,001,2,2017-09-18T00:00:00,2017-03-31T00:00:00,4106761536.81,787236801.53,361775375.26,-,1353494456.11,-,501603421.34,-,1753286954.8,505739093.62,-,50567467.2,-,2353474582.01,-,-,-,0.01801838,0.4269268958,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2019-07-10T13:33:02
002945,016027,80000084,华林证券,券商信托,zxb,003,001,2,2017-09-18T00:00:00,2017-03-31T00:00:00,12938431422.01,55958916.62,5118467719.59,-0.221510535651475,36192982.94,6.55159117847294,-,-,9447691011.16,39201598.56,0.00923245220063645,-,-,3490740410.85,0.193834004253125,-0.283206,-0.375418,-,0.7302037398,-,-,-,-,160211378.9,1.49896864656611,-,-,-,-,3098465794.94,-0.593966695107739,842861588.48,-0.146772222288248,-,-,4954628215.41,-0.204502704437605,-,-,-,-,-,-,2017-09-18T20:37:32
603733,016025,80131693,仙鹤股份,造纸印刷,shzb,003,001,2,2017-09-18T00:00:00,2017-03-31T00:00:00,3900171500.0,1021736800.0,77729600.0,-,437399600.0,-,511261600.0,-,1835834700.0,333101500.0,-,54980100.0,-,2064336800.0,-,-,-,0.0085264,0.4707061472,-,-,-,-,70000000.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2019-07-10T13:33:03
300756,016038,80431587,中山金马,旅游酒店,cyb,003,001,2,2017-09-08T00:00:00,2017-03-31T00:00:00,940659285.07,155323036.51,270369243.18,-,91750914.21,-,244622584.08,-,606071471.09,25328658.7,-,569544477.53,-,334587813.98,-,-,-,0.01172258,0.6443049898,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2019-07-10T13:33:00
002899,016060,80509331,英派斯,文教休闲,zxb,003,001,2,2017-09-04T00:00:00,2017-03-31T00:00:00,678945318.69,181711908.53,158929141.42,-,138410756.78,-,122068391.61,-,229506027.47,106811878.76,-,53391800.51,-,449439291.22,-,-,-,0.01948115,0.338033154,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2019-07-10T13:31:54
002625,016035,80185549,光启技术,汽车行业,zxb,003,001,2,2017-08-30T00:00:00,2017-03-31T00:00:00,7581674295.72,298120759.02,6629397764.95,675.498537673231,126723383.89,-0.023802922557247,26654252.05,-0.270754541788818,121294185.88,81763197.06,-0.368410320913707,-,-,7460380109.84,12.8536808503375,9.606585,-0.311985,0.64071354,0.0159983377,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2019-07-10T13:23:04
603533,016039,80507570,掌阅科技,文化传媒,shzb,003,001,2,2017-08-30T00:00:00,2017-03-31T00:00:00,1033710800.53,13636305.51,759401059.35,-,166653181.29,-,3030592.91,-,266983233.42,151239687.87,-,133000.0,-,766727567.11,-,-,-,0.03650665,0.258276525,-,-,-,-,50000.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2019-07-10T13:32:31
600025,016007,80075711,华能水电,电力行业,shzb,003,001,2,2017-08-28T00:00:00,2017-03-31T00:00:00,164714609795.09,102133601044.76,1628944772.61,-0.0949262701190706,1888010234.61,0.161763778270349,47565392.42,-0.0394658462528317,128543264450.29,164368603.52,-0.106613066021569,16705531.23,-0.305122380036591,36171345344.8,0.0295765876843005,0.041973,0.045515,0.00117617,0.7803998966,-,-,-,-,1116574100.0,0.0126975592842241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2019-07-10T13:28:03
