scode,sname,securitytype,trademarket,latestnoticedate,reportdate,basiceps,cutbasiceps,totaloperatereve,ystz,yshz,parentnetprofit,sjltz,sjlhz,roeweighted,bps,mgjyxjje,xsmll,publishname,assigndscrpt,gxl,securitytypecode,trademarketcode,firstnoticedate
600650,锦江投资,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.139,-,554656751.14,0.8678,-4.306,76788409.19,3.8501,26.5596,2.28,6.1071324,-0.046698,20.4866,交运物流,-,-,058001001,069001001001,2018-04-28T00:00:00
900914,锦投B股,B股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.139,-,554656751.14,0.8678,-4.306,76788409.19,3.8501,26.5596,2.28,6.1071324,-0.046698,20.4866,交运物流,-,-,058001002,069001001001,2018-04-28T00:00:00
600649,城投控股,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.16,-,2312504178.36,245.6977,55.7555,397568737.19,-34.5234,-46.2452,2.05,7.58559535,0.003374,34.6778,房地产,-,-,058001001,069001001001,2018-04-27T00:00:00
600643,爱建集团,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.11,-,460572179.08,16.1456,-45.7847,177463241.05,38.1299,-28.0836,2.14,5.50517952,-1.336882,34.1635,多元金融,-,-,058001001,069001001001,2018-04-28T00:00:00
600642,申能股份,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.074,-,9851145604.25,14.1027,12.8067,336711995.55,-33.4475,25.3524,1.31,5.64379547,0.14427,6.0365,电力行业,-,-,058001001,069001001001,2018-04-28T00:00:00
600641,万业企业,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.7101,-,1384716938.29,250.9543,680.0128,572422072.72,387.769,456.3206,9.29,7.99413184,0.208441,65.1279,房地产,-,-,058001001,069001001001,2018-04-28T00:00:00
900911,金桥B股,B股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.1841,-,422671570.26,-4.8168,-20.3868,206674621.22,2.7853,8.2379,2.31,7.98376532,-0.63227,75.9908,房地产,-,-,058001002,069001001001,2018-04-27T00:00:00
600639,浦东金桥,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.1841,-,422671570.26,-4.8168,-20.3868,206674621.22,2.7853,8.2379,2.31,7.98376532,-0.63227,75.9908,房地产,-,-,058001001,069001001001,2018-04-27T00:00:00
600638,新黄浦,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.0421,-,424427311.18,-56.2037,25.1815,28377209.93,-6.4057,374.7727,0.6719,7.54639847,-1.130837,25.3173,房地产,-,-,058001001,069001001001,2018-04-26T00:00:00
600637,东方明珠,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.128,-,2798909909.81,-24.4853,-31.1153,437082315.57,1.7216,-64.3005,1.5748,10.58359314,0.267755,32.19,文化传媒,-,-,058001001,069001001001,2018-04-28T00:00:00
600634,*ST富控,A股,上交所风险警示板,2019-04-30T00:00:00,2018-03-31T00:00:00,-0.004,-,194987461.6,33.8219,47.4507,-2093096.09,2.1437,234.9493,0.27,3.51105623,-1.159164,82.145,软件服务,-,-,058001001,069001001003,2018-04-28T00:00:00
600629,华建集团,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.1646,-,1291947639.57,40.81,-28.5947,71138198.99,47.8639,-36.7567,2.833,5.87613686,-1.033967,22.9421,工程建设,-,-,058001001,069001001001,2018-04-28T00:00:00
600628,新世界,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.2,-,724604715.56,-4.587,-16.0651,126569207.29,-53.1471,349.6269,2.87,6.90693007,0.217282,32.2909,商业百货,-,-,058001001,069001001001,2018-04-28T00:00:00
600297,广汇汽车,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.14,-,39468763553.94,20.3213,-18.7545,1118516894.06,15.0576,14.3375,3.11,4.35846526,-1.359959,10.4871,汽车行业,-,-,058001001,069001001001,2018-04-28T00:00:00
600290,ST华仪,A股,上交所风险警示板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.0058,-,200072738.41,4.8113,-79.0466,4430568.96,203.8983,-82.1392,0.11,5.48457852,-0.068024,30.9074,输配电气,-,-,058001001,069001001003,2018-04-28T00:00:00
600289,*ST信通,A股,上交所风险警示板,2019-04-30T00:00:00,2018-03-31T00:00:00,-0.1839,-,207131655.38,-33.4875,-54.7271,-116079728.11,-1641.406,95.1996,-17.84,0.93891181,-0.173574,70.0398,软件服务,-,-,058001001,069001001003,2018-04-25T00:00:00
600282,南钢股份,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.2286,-,10368911313.49,21.9008,-1.5198,1007878177.07,83.6216,-12.6394,8.3314,2.86222238,0.077341,19.8317,钢铁行业,-,-,058001001,069001001001,2018-04-18T00:00:00
600277,亿利洁能,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.07,-,4388508476.76,44.4971,4.3798,189532712.71,33.0912,-44.0004,1.3,5.29691302,0.248856,15.5017,化工行业,-,-,058001001,069001001001,2018-04-28T00:00:00
600265,ST景谷,A股,上交所风险警示板,2019-04-30T00:00:00,2018-03-31T00:00:00,-0.05,-,12086444.52,-22.0675,-41.8255,-6305265.8,-0.3523,48.3759,-24.7,0.1723809,-0.009751,4.0895,木业家具,-,-,058001001,069001001003,2018-04-27T00:00:00
600261,阳光照明,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.05,-,1417130814.76,24.0563,5.0487,70978946.54,-39.0122,-8.3626,2.11,2.33628315,-0.027037,21.6823,电子元件,-,-,058001001,069001001001,2018-04-28T00:00:00
600259,广晟有色,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.01,-,601846677.08,-62.0351,-59.3126,3511162.29,104.2575,-71.4465,0.18,6.48313387,-0.166207,5.2826,有色金属,-,-,058001001,069001001001,2018-04-28T00:00:00
600258,首旅酒店,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.077,0.0593,1924460967.32,0.6212,-8.5793,75386633.08,116.5621,-6.3214,1.02,9.09165163,0.267254,94.5284,旅游酒店,-,-,058001001,069001001001,2018-04-28T00:00:00
600255,梦舟股份,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.0003,-,1244385379.37,1.6179,-15.2799,498219.23,-96.4686,-99.5553,0.01,1.95210503,0.144226,6.9985,有色金属,-,-,058001001,069001001001,2018-04-28T00:00:00
600252,中恒集团,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.03,-,667102508.22,62.7469,47.8236,117619899.23,-19.308,59.1783,2.09,1.62590852,0.049232,88.0843,医药制造,-,-,058001001,069001001001,2018-04-27T00:00:00
600250,南纺股份,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,-0.17,-,202570154.53,40.9593,-36.115,-44674954.43,3.8622,-125.8758,-9.97,1.69802998,0.43669,3.6544,纺织服装,-,-,058001001,069001001001,2018-04-28T00:00:00
600247,ST成城,A股,上交所风险警示板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.081,-,19941659.23,-88.8042,15.5966,27259118.87,108.462,-90.8386,157.05,0.09209944,1.540053,12.0412,商业百货,-,-,058001001,069001001003,2018-04-28T00:00:00
600246,万通地产,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.004,-,396404491.18,-41.7846,-80.1016,8199577.09,-89.1512,-96.6276,0.12,3.38395661,-0.015616,40.9054,房地产,-,-,058001001,069001001001,2018-04-28T00:00:00
600242,中昌数据,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.027,-,500646330.75,0.3378,-27.2351,12455296.54,-48.2555,-57.0848,0.63,4.36724314,-0.149213,11.0721,软件服务,-,-,058001001,069001001001,2018-04-28T00:00:00
600232,金鹰股份,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.011,-,235086408.26,15.9386,-38.4367,3830895.11,-7.0906,-35.8511,0.328,3.20436721,-0.204999,12.6645,纺织服装,-,-,058001001,069001001001,2018-04-27T00:00:00
600231,凌钢股份,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.09,-,4441743917.45,14.2033,-3.0491,254917623.07,53.0115,20.937,3.91,2.637022,-0.17,11.8397,钢铁行业,-,-,058001001,069001001001,2018-04-21T00:00:00
600229,城市传媒,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.1133,-,489156509.47,7.1233,-20.2274,79560446.49,22.5452,-46.0442,3.38,3.4139864,-0.136981,40.7423,文化传媒,-,-,058001001,069001001001,2018-04-28T00:00:00
600540,新赛股份,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.0056,-,348005797.18,72.0955,376.2068,2647205.23,-26.8111,-19.152,0.42,1.33308674,0.169635,7.2351,农牧饲渔,-,-,058001001,069001001001,2018-04-27T00:00:00
600446,金证股份,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,-0.0293,-,1075793306.18,28.1505,-26.3305,-24965747.6,3.373,-124.3716,-1.36,2.03562654,-0.164712,19.0826,软件服务,-,-,058001001,069001001001,2018-04-28T00:00:00
600476,湘邮科技,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,-0.039,-,42600314.75,-4.9036,-60.1573,-6348163.98,-1069.8465,-2123.4065,-3.22,1.20332417,0.066208,6.9656,软件服务,-,-,058001001,069001001001,2018-04-28T00:00:00
600545,卓郎智能,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.0746,-,2286276000.0,28.7457,-12.9241,141448000.0,30.4137,-30.4343,6.25,1.2220218,-0.674669,26.3875,专用设备,-,-,058001001,069001001001,2018-04-28T00:00:00
600083,博信股份,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.0259,-,479691733.6,3111.4297,1290.0295,5968049.52,1188.4567,-32.9357,8.83,0.30527811,-0.001137,2.5416,工程建设,-,-,058001001,069001001001,2018-04-25T00:00:00
600082,海泰发展,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.0128,-,34807196.38,-73.3115,-69.2293,8325434.2,152.1323,-85.5644,0.49,2.6259104,-0.044261,64.1957,房地产,-,-,058001001,069001001001,2018-04-26T00:00:00
600079,人福医药,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.11,-,4437754083.47,33.2847,-6.7945,177461526.88,-10.2131,37.4522,1.34,8.62643209,-0.355034,41.0191,医药制造,-,-,058001001,069001001001,2018-04-28T00:00:00
600078,澄星股份,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.01,-,658950832.66,-10.2483,-6.7039,8069435.97,-76.718,-84.1047,0.38,2.83798302,0.140045,20.2647,化肥行业,-,-,058001001,069001001001,2018-04-28T00:00:00
600077,宋都股份,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.01,-,501735571.75,41.6966,-71.7891,18998370.55,490.1929,-86.4326,0.48,2.79643811,0.435537,39.9531,房地产,-,-,058001001,069001001001,2018-04-28T00:00:00
600075,新疆天业,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.16,-,1133113503.67,17.223,-24.4576,157646767.81,0.352,459.1606,3.57,4.62430659,0.015615,30.7475,化工行业,-,-,058001001,069001001001,2018-04-28T00:00:00
600073,上海梅林,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.178,-,6260749761.81,-0.7859,17.2545,166609273.34,-9.8653,968.7825,4.6,3.94236164,0.209799,13.5568,食品饮料,-,-,058001001,069001001001,2018-04-21T00:00:00
600072,中船科技,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.015,-,579830015.16,-11.3793,-62.199,11064352.38,245.5796,-19.5598,0.302,4.97606801,-0.474924,11.7369,船舶制造,-,-,058001001,069001001001,2018-04-28T00:00:00
600070,浙江富润,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.04,-,473610381.93,27.7121,-16.9534,18856835.55,-65.192,-46.8349,0.8,4.63080649,-0.199891,20.1051,电子信息,-,-,058001001,069001001001,2018-04-28T00:00:00
600068,葛洲坝,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.133,-,20884621552.41,-9.9206,-35.7374,757696218.81,1.5116,-63.8208,2.436,5.51166199,-2.133148,15.726,工程建设,-,-,058001001,069001001001,2018-04-28T00:00:00
600064,南京高科,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.15,-,857568516.07,18.2649,-50.1209,185773197.42,80.6631,-53.9864,1.8,13.6400771,-0.208791,47.3274,房地产,-,-,058001001,069001001001,2018-04-28T00:00:00
600060,海信视像,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.213,-,7811439813.66,16.5447,-15.6668,278188413.83,5.4651,-17.2375,2.0,10.79819091,-0.205849,15.1616,家电行业,-,-,058001001,069001001001,2018-04-27T00:00:00
600057,厦门象屿,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.09,-,46688466682.35,15.7209,-21.1226,230568254.22,67.0496,5.0532,2.23,6.25933425,-3.324804,3.0218,交运物流,-,-,058001001,069001001001,2018-04-28T00:00:00
600053,九鼎投资,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.0673,-,166655181.91,13.0326,-44.3004,29157509.48,-17.2202,-75.5424,1.45,4.65947586,1.62302,98.611,多元金融,-,-,058001001,069001001001,2018-04-27T00:00:00
600037,歌华有线,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.1232,-,532367626.48,-3.8789,-39.7821,171532460.82,-3.3023,38.2505,1.34,9.24367615,0.146877,25.3171,文化传媒,-,-,058001001,069001001001,2018-04-28T00:00:00
600036,招商银行,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.9,0.89,61296000000.0,7.2002,11.0555,22674000000.0,13.5005,99.859,4.9925,18.32200634,-2.13,-,银行,-,-,058001001,069001001001,2018-04-28T00:00:00
600033,福建高速,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.0669,-,623850538.39,4.4296,-0.5539,183722020.38,-14.5567,176.7336,2.09,3.23362094,0.157735,67.1932,高速公路,-,-,058001001,069001001001,2018-04-28T00:00:00
600030,中信证券,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.22,-,9711536102.96,12.7369,-34.3471,2689748826.38,16.9055,-23.2868,1.78,12.5216435,1.24731,-,券商信托,-,-,058001001,069001001001,2018-04-28T00:00:00
600028,中国石化,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.155,-,621251000000.0,6.7102,0.9773,18770000000.0,12.848,47.2619,2.55,6.16001355,0.099545,19.3115,石油行业,-,-,058001001,069001001001,2018-04-27T00:00:00
600026,中远海能,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,-0.0214,-,2406430889.04,-9.8733,-3.3131,-86481727.93,-115.074,-116.3639,-0.31,6.8298175,0.037066,9.9223,港口水运,-,-,058001001,069001001001,2018-04-28T00:00:00
600016,民生银行,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.34,-,36748000000.0,1.3626,-4.1523,14942000000.0,5.2328,56.1338,4.07,10.28110182,-2.8,-,银行,-,-,058001001,069001001001,2018-04-28T00:00:00
600010,包钢股份,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.0139,-,12986799396.38,22.1764,-30.9287,636914599.91,222.1856,-2.7135,1.27,1.09623506,0.029363,18.3208,钢铁行业,-,-,058001001,069001001001,2018-04-27T00:00:00
600008,首创股份,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.0179,-,2117061438.5,19.6606,-28.6335,86205480.47,-17.8317,-54.3618,0.69,1.70020739,0.00419,33.3026,公用事业,-,-,058001001,069001001001,2018-04-27T00:00:00
600007,中国国贸,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.2,-,777529717.0,29.1196,0.4201,201666199.0,27.1084,27.8693,3.07,6.6209764,0.396334,52.0645,房地产,-,-,058001001,069001001001,2018-04-28T00:00:00
600000,浦发银行,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.46,0.46,39431000000.0,-7.7215,-9.6281,14305000000.0,-1.0856,15.6801,3.45,13.56977378,-0.97,-,银行,-,-,058001001,069001001001,2018-04-28T00:00:00
600518,ST康美,A股,上交所风险警示板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.052,-,4892611644.16,27.6815,31.2066,258565636.12,33.2773,49.8064,0.89,6.13827968,-0.325563,27.8033,医药制造,-,-,058001001,069001001003,2018-04-28T00:00:00
600515,海航基础,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.148,-,1310536825.96,-2.5066,-62.1058,577944137.15,2371.5403,17.2385,1.677,8.24355914,0.454254,32.4043,房地产,-,-,058001001,069001001001,2018-04-28T00:00:00
000420,吉林化纤,A股,深交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.0053,-,578992319.14,15.9802,-2.0757,10381273.52,-69.2981,282.7907,0.37,1.41939892,0.003022,12.3321,化纤行业,-,-,058001001,069001002001,2018-04-27T00:00:00
000416,民生控股,A股,深交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.0062,-,16406772.92,3.9706,-13.6095,3305351.39,-46.3509,831.9623,0.38,1.65037304,-0.158686,98.7749,多元金融,-,-,058001001,069001002001,2018-04-28T00:00:00
000415,渤海租赁,A股,深交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.0877,-,7413146000.0,-21.9726,-4.7201,542247000.0,35.3388,-28.4185,1.73,5.0312679,0.886813,48.598,多元金融,-,-,058001001,069001002001,2018-04-26T00:00:00
000413,东旭光电,A股,深交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.0743,-,4665570392.15,106.6095,-50.7194,425984601.17,9.6675,-40.8492,1.37,5.47048341,-0.184554,21.1839,电子元件,-,-,058001001,069001002001,2018-04-26T00:00:00
200413,东旭B,B股,深交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.0743,-,4665570392.15,106.6095,-50.7194,425984601.17,9.6675,-40.8492,1.37,5.47048341,-0.184554,21.1839,电子元件,-,-,058001002,069001002001,2018-04-26T00:00:00
000408,藏格控股,A股,深交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.04,-,262129496.52,20.1784,-78.0835,84067798.26,190.0949,-84.4072,1.28,3.31977935,-0.050036,68.691,化肥行业,-,-,058001001,069001002001,2018-04-28T00:00:00
000403,双林生物,A股,深交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.1036,-,218422834.89,64.3395,27.709,28232387.43,44.7007,176.1418,4.96,2.14058667,-0.040886,50.1735,医药制造,-,-,058001001,069001002001,2018-04-28T00:00:00
000301,东方盛虹,A股,深交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,-,-,3594716295.51,-8.3077,-27.8454,319668475.32,764.2176,17.3911,4.68,2.96733502,-0.256715,14.3895,综合行业,-,-,058001001,069001002001,2018-04-27T00:00:00
601899,紫金矿业,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.047,-,22863594836.0,23.8718,-29.8046,1085362589.0,7.9282,-16.0933,3.07,1.5192534,0.057615,15.3563,贵金属,-,-,058001001,069001001001,2018-04-25T00:00:00
601866,中远海发,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.024,-,3798960408.98,-0.661,-8.64,280678557.31,-19.2334,-12.9452,1.7,1.35594308,-0.10365,25.6935,港口水运,-,-,058001001,069001001001,2018-04-28T00:00:00
601633,长城汽车,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.228,-,26572916603.37,13.9545,-29.5909,2080990964.01,6.4615,-3.1114,4.15,5.6082978,-0.107166,20.4426,汽车行业,-,-,058001001,069001001001,2018-04-25T00:00:00
000158,常山北明,A股,深交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,-0.0131,-,1806584865.52,-7.5807,-65.5052,-21691701.09,-74.8093,-107.4881,-0.36,3.62180741,-0.57798,4.6947,纺织服装,-,-,058001001,069001002001,2018-04-27T00:00:00
000156,华数传媒,A股,深交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.1084,-,766922920.51,7.9142,-19.8507,155321358.09,4.1237,-8.0191,1.49,7.3374949,0.087046,41.3223,文化传媒,-,-,058001001,069001002001,2018-04-26T00:00:00
000070,特发信息,A股,深交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.081,-,1216259189.04,10.4825,-29.2278,50767685.78,15.7924,-45.867,2.53,3.24137038,-0.948925,15.1179,通讯行业,-,-,058001001,069001002001,2018-04-28T00:00:00
000068,华控赛格,A股,深交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,-0.0145,-,38662918.57,89.4071,-84.3422,-14590147.13,0.8162,-135.7411,-2.25,0.63798581,-0.155397,30.0692,环保工程,-,-,058001001,069001002001,2018-04-17T00:00:00
000066,中国长城,A股,深交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.051,-,1929108525.33,-20.1375,-34.1384,151474263.35,5.1055,-46.2625,2.3,2.21585249,-0.03744,19.8059,电子信息,-,-,058001001,069001002001,2018-04-28T00:00:00
000063,中兴通讯,A股,深交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,-1.29,-,27526342000.0,6.9208,-14.6087,-5407237000.0,-545.5509,-914.932,-19.14,5.93049087,-0.04,28.0102,通讯行业,-,-,058001001,069001002001,2018-04-28T00:00:00
200058,深赛格B,B股,深交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.0507,-,396384852.5,19.6699,-64.9245,62622931.8,98.1171,-58.3514,2.4,1.59485585,-0.000943,31.5791,商业百货,-,-,058001002,069001002001,2018-04-28T00:00:00
000058,深赛格,A股,深交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.0507,-,396384852.5,19.6699,-64.9245,62622931.8,98.1171,-58.3514,2.4,1.59485585,-0.000943,31.5791,商业百货,-,-,058001001,069001002001,2018-04-28T00:00:00
000049,德赛电池,A股,深交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.3706,-,2978683723.35,30.1334,-36.6338,76059719.09,10.2142,-33.4378,5.27,7.21371749,1.317571,7.5802,电子元件,-,-,058001001,069001002001,2018-04-20T00:00:00
000048,康达尔,A股,深交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,-0.0305,-,341436876.05,26.5954,-8.5394,-11899228.25,112.2331,102.0787,-2.08,2.59228608,-0.199792,14.4519,农牧饲渔,-,-,058001001,069001002001,2018-08-31T00:00:00
000046,泛海控股,A股,深交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.2923,-,2838766549.37,-15.8738,-64.3568,1518615271.75,249.4188,-9.0255,7.35,4.09007397,0.653544,42.2162,多元金融,-,-,058001001,069001002001,2018-04-28T00:00:00
601988,中国银行,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.16,0.16,126015000000.0,-2.5368,5.712,49001000000.0,5.0419,82.1531,3.48,4.77112858,1.299924,-,银行,-,-,058001001,069001001001,2018-04-28T00:00:00
601328,交通银行,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.27,-,49099000000.0,-10.586,6.0568,20091000000.0,3.9745,27.126,3.31,8.12598468,0.187442,-,银行,-,-,058001001,069001001001,2018-04-28T00:00:00
600527,江南高纤,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.0107,-,307199439.51,31.2721,-29.0793,15506498.96,3.0762,-56.1806,0.62,2.59902271,-0.022819,10.1724,化纤行业,-,-,058001001,069001001001,2018-04-28T00:00:00
600900,长江电力,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.1287,-,8149471394.12,3.7499,-36.8948,2832197456.81,4.5862,-37.1358,2.08,6.26357557,0.27465,47.9797,电力行业,-,-,058001001,069001001001,2018-04-28T00:00:00
600477,杭萧钢构,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.072,-,873168759.79,9.4484,-39.2676,128691236.65,6.7554,-44.8478,4.35,2.20225605,0.014092,30.6197,水泥建材,-,-,058001001,069001001001,2018-04-25T00:00:00
600517,置信电气,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,-0.05,-,678759139.79,-40.4333,-62.7887,-66674058.85,-258.7652,-142.1133,-1.26,2.56374585,-0.505652,8.9546,输配电气,-,-,058001001,069001001001,2018-04-27T00:00:00
600478,科力远,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,-0.007,-,330432018.38,-17.9816,-24.3702,-9925246.68,69.7781,-110.45,-0.48,1.40931953,-0.01568,9.7483,材料行业,-,-,058001001,069001001001,2018-04-26T00:00:00
600462,*ST九有,A股,上交所风险警示板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.001,-,397875668.82,350.0662,-64.0987,536967.25,-42.4695,-84.5515,0.16,0.55767981,0.074256,4.4733,电子元件,-,-,058001001,069001001003,2018-04-28T00:00:00
600487,亨通光电,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.2531,-,6327500644.44,38.2411,-8.6571,481742024.82,73.4807,9.9995,4.61,7.74533144,-0.573034,21.1207,通讯行业,-,-,058001001,069001001001,2018-04-28T00:00:00
600020,中原高速,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.1141,-,1317040211.66,-40.1842,-8.8604,256437757.57,-38.4936,223.849,2.23,4.52815742,0.386222,53.0421,高速公路,-,-,058001001,069001001001,2018-04-27T00:00:00
600485,*ST信威,A股,上交所风险警示板,2019-04-30T00:00:00,2018-03-31T00:00:00,-0.17,-,55659418.07,-33.1128,103.3134,-493126824.98,-77.7064,77.5776,-5.0,3.24183475,-0.047774,34.28,通讯行业,-,-,058001001,069001001003,2018-04-28T00:00:00
600352,浙江龙盛,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.2387,0.235,4231365160.72,7.4146,8.9365,776562188.32,54.9442,29.1121,4.5,5.40350833,-0.165053,42.6634,化工行业,-,-,058001001,069001001001,2018-04-27T00:00:00
600029,南方航空,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.25,-,34101000000.0,10.0991,8.7196,2544000000.0,64.129,323.9437,4.97,5.24097938,0.447661,14.4659,民航机场,-,-,058001001,069001001001,2018-04-28T00:00:00
600425,青松建化,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,-0.06,-,86995327.62,-19.0898,-83.5925,-80667684.71,47.5622,-267.4479,-2.01,2.8278655,-0.047497,1.1068,水泥建材,-,-,058001001,069001001001,2018-04-28T00:00:00
000850,华茂股份,A股,深交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.0977,-,544035180.49,19.9657,-22.2387,92218924.4,743.7139,14.8642,2.11,4.53203443,-0.066417,8.7011,纺织服装,-,-,058001001,069001002001,2018-04-28T00:00:00
600622,光大嘉宝,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,0.13,-,1215844087.6,94.6602,-24.8718,152024104.03,6.6252,-27.8161,2.76,6.29058539,0.203206,56.7426,房地产,-,-,058001001,069001001001,2018-04-28T00:00:00
600620,天宸股份,A股,上交所主板,2019-04-30T00:00:00,2018-03-31T00:00:00,-0.0062,-,12463761.37,-1.445,7.4349,-4269046.31,24.4681,-221.1575,-0.17,3.59905616,-0.003991,40.3871,综合行业,-,-,058001001,069001001001,2018-04-27T00:00:00
