scode,sname,securitytype,trademarket,latestnoticedate,reportdate,basiceps,cutbasiceps,totaloperatereve,ystz,yshz,parentnetprofit,sjltz,sjlhz,roeweighted,bps,mgjyxjje,xsmll,publishname,assigndscrpt,gxl,securitytypecode,trademarketcode,firstnoticedate
000150,宜华健康,A股,深交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.0846,-,520037268.07,-8.8252,-1.8656,53037217.08,-47.2564,287.3962,2.15,3.93223443,0.085304,30.3847,医疗行业,-,-,058001001,069001002001,2019-04-30T00:00:00
002624,完美世界,A股,深交所中小板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.37,-,2041731556.87,13.2625,-19.0005,485977492.36,34.9452,25.0247,5.61,6.75487229,-0.133046,68.1076,文化传媒,-,-,058001001,069001002003,2019-04-30T00:00:00
002072,*ST凯瑞,A股,深交所风险警示板,2019-04-30T00:00:00,2019-03-31T00:00:00,-0.0218,-,2426179.21,-94.2653,107.3536,-3831475.22,26.3424,98.3588,-2.0,-1.09832936,-0.012237,11.1903,软件服务,-,-,058001001,069001002005,2019-04-30T00:00:00
002611,东方精工,A股,深交所中小板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.01,-,1199609998.96,40.4283,-60.2204,26225836.51,120.0578,100.6212,0.66,2.15977569,0.228226,17.2555,专用设备,-,-,058001001,069001002003,2019-04-30T00:00:00
002021,*ST中捷,A股,深交所风险警示板,2019-04-30T00:00:00,2019-03-31T00:00:00,-0.0047,-,265490148.32,-13.5563,10.4435,-3214284.86,71.8672,98.7694,-0.46,1.01133317,0.038688,17.9388,机械行业,-,-,058001001,069001002005,2019-04-30T00:00:00
600984,建设机械,A股,上交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.0265,-,545451503.24,58.8644,-18.7697,21905886.61,456.413,-40.4328,0.65,4.09700579,0.085246,28.6327,机械行业,-,-,058001001,069001001001,2019-04-30T00:00:00
600455,博通股份,A股,上交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.114,-,48377599.48,13.5206,-3.7384,7112745.2,2406.5294,289.8358,5.2549,2.22406432,-0.28928,58.0406,软件服务,-,-,058001001,069001001001,2019-04-30T00:00:00
600469,风神股份,A股,上交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.16,-,1405695517.92,-1.9628,-6.6658,88448375.9,186.0318,439.2895,4.31,3.69041265,0.074382,19.1561,汽车行业,-,-,058001001,069001001001,2019-04-30T00:00:00
600015,华夏银行,A股,上交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.24,0.24,19509000000.0,22.6595,-9.6973,4604000000.0,1.2091,-27.3932,1.97,12.55553389,3.119646,-,银行,-,-,058001001,069001001001,2019-04-30T00:00:00
002597,金禾实业,A股,深交所中小板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.32,-,908660094.2,-20.1002,15.3196,180648176.14,-38.0512,14.6433,4.5,7.06092562,-0.030969,31.1836,化工行业,-,-,058001001,069001002003,2019-04-30T00:00:00
300266,兴源环境,A股,深交所创业板,2019-04-30T00:00:00,2019-03-31T00:00:00,-0.03,-,218620923.67,-62.1667,12.402,-42882391.05,-236.8592,96.9326,-1.75,1.55577902,0.052042,16.0022,环保工程,-,-,058001001,069001002002,2019-04-30T00:00:00
002602,世纪华通,A股,深交所中小板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.09,-,2171809656.02,57.7577,14.552,196358391.04,-37.3774,137.9825,1.42,5.91614281,0.038825,32.4975,塑胶制品,-,-,058001001,069001002003,2019-04-30T00:00:00
002605,姚记科技,A股,深交所中小板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.1326,-,372032242.43,203.7427,-9.5795,52646991.57,269.0798,-0.429,2.88,4.6494221,0.365547,65.7568,文教休闲,-,-,058001001,069001002003,2019-04-30T00:00:00
300249,依米康,A股,深交所创业板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.0026,-,221860395.19,6.1889,-47.182,1155037.86,-91.0228,105.2808,0.15,1.77331675,-0.209716,26.9808,软件服务,-,-,058001001,069001002002,2019-04-30T00:00:00
002684,*ST猛狮,A股,深交所风险警示板,2019-04-30T00:00:00,2019-03-31T00:00:00,-0.326,-,214306601.3,-64.3341,574.6989,-184980348.19,-975.3735,91.5188,-111.8,-0.45485852,0.165431,6.7234,电子元件,-,-,058001001,069001002005,2019-04-30T00:00:00
601388,怡球资源,A股,上交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.0042,-,1328575580.19,-16.6481,-13.176,8544960.68,-88.8873,-56.0271,0.33,1.2651944,0.058808,9.6094,有色金属,-,-,058001001,069001001001,2019-04-30T00:00:00
002563,森马服饰,A股,深交所中小板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.13,-,4117829110.03,63.9004,-30.851,346945740.4,11.0613,-17.747,3.07,4.25375717,-0.012348,41.6845,纺织服装,-,-,058001001,069001002003,2019-04-30T00:00:00
300178,腾邦国际,A股,深交所创业板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.0338,-,1118332001.65,-3.7354,173.7204,20709697.25,-65.5851,116.415,0.73,4.64449447,-0.495405,18.682,旅游酒店,-,-,058001001,069001002002,2019-04-30T00:00:00
002542,中化岩土,A股,深交所中小板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.02,-,769418131.75,33.974,-38.2258,41150582.33,-5.8151,-31.7785,1.06,2.07407763,-0.033558,18.4711,工程建设,-,-,058001001,069001002003,2019-04-30T00:00:00
601137,博威合金,A股,上交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.11,-,1318162227.2,4.5899,-53.7008,70223031.07,4.842,-48.279,1.99,5.65264521,-0.227969,14.9688,有色金属,-,-,058001001,069001001001,2019-04-30T00:00:00
002522,浙江众成,A股,深交所中小板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.01,-,279595352.07,23.7944,3.1178,11801449.98,2.774,913.4008,0.66,1.98396077,0.004965,22.0975,包装材料,-,-,058001001,069001002003,2019-04-30T00:00:00
002503,搜于特,A股,深交所中小板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.03,-,3198834352.46,-38.681,-3.2026,106805762.9,-32.356,155.0962,2.01,1.73710155,0.003374,8.819,纺织服装,-,-,058001001,069001002003,2019-04-30T00:00:00
300147,香雪制药,A股,深交所创业板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.05,-,652959215.5,11.4117,-1.1119,30931158.89,18.8741,187.2558,0.89,5.23219708,-0.193488,34.7093,医药制造,-,-,058001001,069001002002,2019-04-30T00:00:00
002512,达华智能,A股,深交所中小板,2019-04-30T00:00:00,2019-03-31T00:00:00,-0.0367,-,532163558.26,-19.3756,-27.7803,-40194996.63,48.269,96.9989,-3.57,1.00901663,0.168948,15.4179,电子元件,-,-,058001001,069001002003,2019-04-30T00:00:00
002509,天广中茂,A股,深交所中小板,2019-04-30T00:00:00,2019-03-31T00:00:00,-0.01,-,264883665.88,-35.2889,1243.8032,-24387239.64,-145.0278,96.5701,-0.54,1.81503129,-0.031399,26.4679,专用设备,-,-,058001001,069001002003,2019-04-30T00:00:00
002501,*ST利源,A股,深交所风险警示板,2019-04-30T00:00:00,2019-03-31T00:00:00,-0.28,-,45682135.76,-92.305,-54.1057,-338114808.52,-420.881,89.0545,-8.89,2.99125237,0.000321,-231.354,有色金属,-,-,058001001,069001002005,2019-04-30T00:00:00
002532,新界泵业,A股,深交所中小板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.05,-,315094093.53,5.5439,-18.1283,27384319.91,8.0771,42.8096,1.96,2.79361138,-0.025109,30.3018,机械行业,-,-,058001001,069001002003,2019-04-30T00:00:00
300123,亚光科技,A股,深交所创业板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.07,-,287360777.1,33.7471,-50.2949,40129833.08,114.4964,-43.982,0.83,8.54221157,-0.067256,32.2712,船舶制造,-,-,058001001,069001002002,2019-04-30T00:00:00
002618,丹邦科技,A股,深交所中小板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.0044,-,72082159.73,-0.0595,-23.1577,2425146.2,-43.8082,757.8194,0.14,3.13478401,-0.020738,40.8053,电子元件,-,-,058001001,069001002003,2019-04-30T00:00:00
002527,新时达,A股,深交所中小板,2019-04-30T00:00:00,2019-03-31T00:00:00,-0.0169,-,720897149.58,-3.8791,-8.4804,-10453398.68,14.915,96.6571,-0.39,4.00059773,-0.032833,19.3476,机械行业,-,-,058001001,069001002003,2019-04-30T00:00:00
300116,坚瑞沃能,A股,深交所创业板,2019-04-30T00:00:00,2019-03-31T00:00:00,-0.22,-,107213557.34,-90.3984,-76.5681,-540239368.55,-69.2661,46.7281,2897.78,-0.13963277,-0.000802,24.3704,机械行业,-,-,058001001,069001002002,2019-04-30T00:00:00
002641,永高股份,A股,深交所中小板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.05,-,1189238407.43,28.2639,-27.336,58152284.74,672.3782,-29.357,1.98,2.64333617,0.105744,22.9163,塑胶制品,-,-,058001001,069001002003,2019-04-30T00:00:00
601000,唐山港,A股,上交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.07,-,3030798567.47,65.4955,2.3457,429612095.97,15.1466,-14.3348,2.69,2.73318647,0.012292,23.0257,港口水运,-,-,058001001,069001001001,2019-04-30T00:00:00
002452,长高集团,A股,深交所中小板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.007,-,167058716.22,-1.915,-64.7725,3594160.05,122.6993,101.689,0.32,2.10491035,-0.033892,31.0266,输配电气,-,-,058001001,069001002003,2019-04-30T00:00:00
300089,文化长城,A股,深交所创业板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.02,-,186367602.23,78.7002,-53.9362,7459759.48,-2.9811,-89.0494,0.3,4.99247278,-0.148395,42.6136,玻璃陶瓷,-,-,058001001,069001002002,2019-04-30T00:00:00
002464,众应互联,A股,深交所中小板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.12,-,152359702.98,-12.5346,-22.9788,39647208.9,-35.4096,379.6407,2.66,4.60619583,0.38453,56.9671,软件服务,-,-,058001001,069001002003,2019-04-30T00:00:00
002586,ST围海,A股,深交所风险警示板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.0257,-,718978935.01,4.3164,-41.9813,29407325.13,-21.5643,-56.2287,0.55,4.70141162,-0.174796,14.2096,工程建设,-,-,058001001,069001002005,2019-04-30T00:00:00
002445,ST中南,A股,深交所风险警示板,2019-04-30T00:00:00,2019-03-31T00:00:00,-0.04,-,180533826.0,-3.9834,73.2741,-56101035.52,-234.8266,97.2994,-2.59,1.51654052,-0.005519,17.8639,机械行业,-,-,058001001,069001002005,2019-04-30T00:00:00
002432,九安医疗,A股,深交所中小板,2019-04-30T00:00:00,2019-03-31T00:00:00,-0.0816,-,151378308.04,25.2437,-2.7985,-35317618.39,-40.1687,-147.9429,-2.34,3.48670949,-0.087426,31.4364,医疗行业,-,-,058001001,069001002003,2019-04-30T00:00:00
000009,中国宝安,A股,深交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.03,-,2249620923.69,10.6304,-55.7215,66088064.54,87.5711,-42.6177,1.25,2.46094439,0.160976,35.7719,房地产,-,-,058001001,069001002001,2019-04-30T00:00:00
000007,全新好,A股,深交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.03,-,9239141.41,-13.6433,-9.2626,8888205.5,214.911,104.7391,4.55,0.57613382,0.040604,67.1958,房地产,-,-,058001001,069001002001,2019-04-30T00:00:00
000002,万科A,A股,深交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.102,-,48374630775.09,56.93,-60.2369,1120626569.29,25.2267,-94.3369,0.72,14.27205991,-2.419806,35.044,房地产,-,-,058001001,069001002001,2019-04-30T00:00:00
600320,振华重工,A股,上交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.019,-,4776791974.0,1.8596,-31.9873,98988791.0,18.4214,-60.0973,0.65,2.89938069,0.011354,13.2678,机械行业,-,-,058001001,069001001001,2019-04-30T00:00:00
600295,鄂尔多斯,A股,上交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.21,-,5268142104.49,11.3736,-9.4358,212314573.86,2.0619,-50.0696,2.3,9.04992245,0.369428,26.5742,钢铁行业,-,-,058001001,069001001001,2019-04-30T00:00:00
600898,国美通讯,A股,上交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,-0.1453,-,416976244.01,-49.6269,-36.398,-36696448.1,-803.2691,86.865,-63.52,0.15575025,0.092948,5.835,通讯行业,-,-,058001001,069001001001,2019-04-30T00:00:00
600179,ST安通,A股,上交所风险警示板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.02,-,1531069242.52,-20.2758,-43.409,24434720.15,-85.637,222.0845,0.67,2.29414727,0.125551,8.2152,交运物流,-,-,058001001,069001001003,2019-04-30T00:00:00
600177,雅戈尔,A股,上交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.21,-,2578105112.43,53.3071,-47.4243,753868468.36,48.0249,-43.5654,2.63,8.12979981,0.014711,50.4309,房地产,-,-,058001001,069001001001,2019-04-30T00:00:00
600175,美都能源,A股,上交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,-0.0213,-,877911302.97,-32.1625,70.2101,-76178656.0,-257.9917,93.8658,-0.7896,2.67508781,0.016282,12.1746,石油行业,-,-,058001001,069001001001,2019-04-30T00:00:00
600172,黄河旋风,A股,上交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.0103,-,754250866.77,13.865,14.9996,15277138.29,-46.7074,104.5045,0.34,3.08005095,0.126806,23.3938,材料行业,-,-,058001001,069001001001,2019-04-30T00:00:00
600170,上海建工,A股,上交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.14,-,47099976904.12,51.5669,-14.574,1317287587.9,147.2227,35.9752,4.94,2.89996621,-1.534436,9.538,工程建设,-,-,058001001,069001001001,2019-04-30T00:00:00
600168,武汉控股,A股,上交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.12,-,353409662.94,4.3738,-11.8923,85050094.72,11.2524,62.5169,1.69,7.18260817,0.081637,38.6455,公用事业,-,-,058001001,069001001001,2019-04-30T00:00:00
600167,联美控股,A股,上交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.4431,-,1407329677.55,9.5858,-8.7673,779905420.99,25.2848,14.8352,12.05,3.89771016,-0.048206,61.76,电力行业,-,-,058001001,069001001001,2019-04-30T00:00:00
600165,新日恒力,A股,上交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,-0.008,-,49374483.8,-69.6543,-30.6645,-5362273.69,-1204.289,-159.1122,-0.6177,1.26336234,-0.048858,11.8716,金属制品,-,-,058001001,069001001001,2019-04-30T00:00:00
600163,中闽能源,A股,上交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.052,-,158747803.06,0.157,-3.3875,51760472.27,-20.8832,53.3407,2.749,1.90264502,0.061773,59.8766,电力行业,-,-,058001001,069001001001,2019-04-30T00:00:00
600161,天坛生物,A股,上交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.15,-,705832869.43,27.486,-19.2845,131496592.45,19.3937,16.4894,3.83,4.02094449,0.34773,49.4738,医药制造,-,-,058001001,069001001001,2019-04-30T00:00:00
600159,大龙地产,A股,上交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.02,-,113228196.87,1226.6716,-79.6691,16001618.54,161.9808,-86.8281,0.7,2.77630322,-0.143782,44.8572,房地产,-,-,058001001,069001001001,2019-04-30T00:00:00
600158,中体产业,A股,上交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,-0.0012,-,94717937.61,-5.4614,-86.6524,-1001840.64,90.5684,-102.5322,-0.06,2.00800807,-0.040217,9.8497,文教休闲,-,-,058001001,069001001001,2019-04-30T00:00:00
601166,兴业银行,A股,上交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.95,0.9,47619000000.0,34.7758,9.0478,19658000000.0,11.3452,96.2072,4.41,21.96558198,-16.754549,-,银行,-,-,058001001,069001001001,2019-04-30T00:00:00
601939,建设银行,A股,上交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.31,-,187066000000.0,3.3097,17.7671,76916000000.0,4.201,89.6959,3.82,7.89348069,1.12659,-,银行,-,-,058001001,069001001001,2019-04-30T00:00:00
601398,工商银行,A股,上交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.23,-,235501000000.0,19.4236,19.7053,82005000000.0,4.0646,41.2686,3.46,6.53066859,2.931407,-,银行,-,-,058001001,069001001001,2019-04-30T00:00:00
000801,四川九洲,A股,深交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.007,-,671724506.57,-6.1387,-48.1994,7141581.4,70.0843,-89.1421,0.3,2.35675095,-0.214114,18.9206,家电行业,-,-,058001001,069001002001,2019-04-30T00:00:00
000799,酒鬼酒,A股,深交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.2236,-,346072788.06,30.461,-18.9114,72651574.95,16.1765,17.8746,3.28,6.78161936,-0.018066,77.5906,酿酒行业,-,-,058001001,069001002001,2019-04-30T00:00:00
000797,中国武夷,A股,深交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.035,-,752355651.37,32.3364,-72.5784,45919598.54,18.8052,-63.4749,0.81,3.85987906,-0.626059,22.9698,房地产,-,-,058001001,069001002001,2019-04-30T00:00:00
000796,凯撒旅业,A股,深交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.0377,-,1805817752.33,0.4053,44.2166,30233022.39,8.4141,125.7178,1.36,2.77647785,-0.079633,14.8566,旅游酒店,-,-,058001001,069001002001,2019-04-30T00:00:00
000793,华闻集团,A股,深交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.0153,-,884430831.67,20.8805,-34.4623,30592434.52,44.5589,100.6102,0.64,2.39883843,-0.127346,22.1935,文化传媒,-,-,058001001,069001002001,2019-04-27T00:00:00
600896,览海医疗,A股,上交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,-0.03,-,5130038.02,-56.9147,-60.2195,-28714945.65,-297.2294,-136.757,-1.64,1.99281512,-0.028284,-416.4711,医疗行业,-,-,058001001,069001001001,2019-04-30T00:00:00
600895,张江高科,A股,上交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.11,-,363770556.74,67.6977,-22.3837,163208847.26,-35.0222,88.4973,1.83,5.80563187,0.003703,57.7807,房地产,-,-,058001001,069001001001,2019-04-30T00:00:00
600539,ST狮头,A股,上交所风险警示板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.012,-,10075043.99,-5.8225,-70.0565,2653060.08,59.2856,115.2596,0.6152,1.88079073,-0.005946,16.8568,家电行业,-,-,058001001,069001001003,2019-04-30T00:00:00
600538,国发股份,A股,上交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.0033,-,55592176.97,14.4299,-10.2389,1542815.63,1165.5629,109.7541,0.24,1.37619622,-0.021335,16.43,农药兽药,-,-,058001001,069001001001,2019-04-30T00:00:00
600532,宏达矿业,A股,上交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,-0.01,-,882290131.68,560.7776,-32.9079,-3616387.27,76.2057,-106.2519,-0.2,3.55254883,0.072425,3.0259,钢铁行业,-,-,058001001,069001001001,2019-04-30T00:00:00
600531,豫光金铅,A股,上交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.0104,-,4677035972.67,12.9798,-17.541,11344787.26,-74.2485,-88.6844,0.34,3.03682537,0.027813,4.069,有色金属,-,-,058001001,069001001001,2019-04-30T00:00:00
600530,交大昂立,A股,上交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.098,-,80276144.62,-4.013,33.4326,76783603.67,147.951,113.0371,4.7,1.30133508,-0.026475,54.5903,医药制造,-,-,058001001,069001001001,2019-04-30T00:00:00
600525,长园集团,A股,上交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.051,-,1416433091.7,-10.1671,-18.3503,65610640.75,-18.7321,105.6236,1.23,3.99714626,0.091123,41.0331,材料行业,-,-,058001001,069001001001,2019-04-30T00:00:00
000586,汇源通信,A股,深交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,-0.008,-,74152312.59,2.5161,-58.0047,-1586549.84,64.4,-56.953,-0.68,1.2053656,-0.113587,26.3626,通讯行业,-,-,058001001,069001002001,2019-04-30T00:00:00
000585,ST东电,A股,深交所风险警示板,2019-04-30T00:00:00,2019-03-31T00:00:00,-0.0057,-,14500346.7,204.8991,35.4309,-4965656.38,-6.8116,-200.6938,-,0.00870725,-0.008177,46.0271,输配电气,-,-,058001001,069001002005,2019-04-30T00:00:00
000582,北部湾港,A股,深交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.134,-,1044684933.57,16.9613,-12.7803,219255333.8,47.2914,52.8025,2.35,5.76023563,0.05735,40.0554,港口水运,-,-,058001001,069001002001,2019-04-30T00:00:00
000782,美达股份,A股,深交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.02,-,800628668.56,-7.2484,-6.9098,10233648.67,-43.929,906.4993,0.71,2.73713794,-0.20801,8.3678,化纤行业,-,-,058001001,069001002001,2019-04-30T00:00:00
000778,新兴铸管,A股,深交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.0799,-,10570906432.84,11.7907,19.654,318965175.75,-15.7525,9.7068,1.53,5.29572499,0.032453,11.7691,金属制品,-,-,058001001,069001002001,2019-04-30T00:00:00
000777,中核科技,A股,深交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.032,-,305604373.91,89.8638,-22.5423,12255851.56,178.0869,-75.0918,0.9,3.58934137,-0.32472,21.7791,机械行业,-,-,058001001,069001002001,2019-04-30T00:00:00
000776,广发证券,A股,深交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.38,-,6839194354.71,76.854,74.885,2919149980.51,91.2545,1465.7058,3.36,11.64980936,0.732701,-,券商信托,-,-,058001001,069001002001,2019-04-30T00:00:00
000762,西藏矿业,A股,深交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.0005,-,53940919.91,-40.6572,-61.4491,260636.21,101.474,100.2473,0.01,3.79473435,-0.001343,29.7226,有色金属,-,-,058001001,069001002001,2019-04-30T00:00:00
000760,*ST斯太,A股,深交所风险警示板,2019-04-30T00:00:00,2019-03-31T00:00:00,-0.02,-,2646984.68,-96.343,-92.4967,-16080294.21,48.7089,98.338,-3.02,0.67438959,-0.235079,8.0643,汽车行业,-,-,058001001,069001002005,2019-04-30T00:00:00
600831,广电网络,A股,上交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.063,-,739630441.91,13.2357,40.8275,43727283.79,-4.8795,422.8083,1.37,5.31905552,-0.050076,29.2216,文化传媒,-,-,058001001,069001001001,2019-04-30T00:00:00
600827,百联股份,A股,上交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.18,-,14241338291.25,5.0378,12.5272,328634018.45,6.3929,91.4997,1.88,9.8967331,0.529445,20.0296,商业百货,-,-,058001001,069001001001,2019-04-30T00:00:00
600825,新华传媒,A股,上交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.006,-,247805586.38,8.5627,-54.7006,6129043.42,-28.5385,24.8002,0.24,2.42954326,-0.252348,35.7513,文化传媒,-,-,058001001,069001001001,2019-04-30T00:00:00
600824,益民集团,A股,上交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.06,-,392871687.65,-6.9536,24.1546,63462219.43,25.0378,630.885,2.61,2.33281601,0.041696,44.4904,商业百货,-,-,058001001,069001001001,2019-04-30T00:00:00
600811,东方集团,A股,上交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.0459,-,1814584843.87,3.6426,-73.189,170575477.86,2.5298,244.7263,0.82,5.59852455,0.250005,2.512,综合行业,-,-,058001001,069001001001,2019-04-30T00:00:00
601788,光大证券,A股,上交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.29,-,3421048826.6,46.4915,83.59,1317249830.09,80.0856,222.7114,2.75,10.5768488,5.406694,-,券商信托,-,-,058001001,069001001001,2019-04-30T00:00:00
601688,华泰证券,A股,上交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.34,-,6247768951.11,45.6507,74.0801,2779612391.79,46.0642,402.7021,2.66,12.92195854,3.694684,-,券商信托,-,-,058001001,069001001001,2019-04-30T00:00:00
603136,天目湖,A股,上交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.13,-,88858467.86,-1.3872,-27.1881,15000795.0,-14.9252,74.5433,1.8,6.72952943,0.21755,58.1253,旅游酒店,-,-,058001001,069001001001,2019-04-30T00:00:00
603260,合盛硅业,A股,上交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.6,-,2441933658.58,8.748,-7.3484,402317325.76,-36.152,-27.9935,4.95,12.44206265,0.307089,30.6642,化工行业,-,-,058001001,069001001001,2019-04-30T00:00:00
603980,吉华集团,A股,上交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.29,-,800800879.79,30.1436,8.7906,143909247.61,18.5138,-5.8888,3.16,8.97308992,0.371495,28.357,化工行业,-,-,058001001,069001001001,2019-04-30T00:00:00
601949,中国出版,A股,上交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.032,-,876039964.64,32.1064,-58.0354,58320728.21,205.0621,-84.099,0.95,3.40241456,-0.122682,33.0467,文化传媒,-,-,058001001,069001001001,2019-04-30T00:00:00
603683,晶华新材,A股,上交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.0046,-,193764381.8,11.6272,-33.1263,580727.48,-87.4136,-87.7307,0.07,6.24448105,-0.017435,15.1537,化工行业,-,-,058001001,069001001001,2019-04-30T00:00:00
603933,睿能科技,A股,上交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.0906,-,350597798.83,-23.1466,-5.0401,13026007.1,-66.5872,42.9203,1.24,7.35736939,0.09855,17.6449,电子元件,-,-,058001001,069001001001,2019-04-30T00:00:00
001979,招商蛇口,A股,深交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.32,-,4350456684.67,-53.7087,-92.0172,2626449062.94,-55.0306,-62.2902,3.59,8.95830513,-1.133214,33.669,房地产,-,-,058001001,069001002001,2019-04-30T00:00:00
603226,菲林格尔,A股,上交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.12,-,139426791.02,-17.8481,-33.2195,13087852.75,-24.3536,-37.2592,1.57,7.30382417,-0.719956,24.4085,木业家具,-,-,058001001,069001001001,2019-04-30T00:00:00
601019,山东出版,A股,上交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.1,-,1748500234.45,-5.0517,-37.9466,217530268.19,5.1972,-40.1883,2.23,4.73253088,-0.142707,37.0764,文化传媒,-,-,058001001,069001001001,2019-04-30T00:00:00
603233,大参林,A股,上交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.46,-,2578495087.21,26.7723,0.7092,184050335.62,25.1967,56.4482,5.88,8.05828133,0.625441,39.6255,医疗行业,-,-,058001001,069001001001,2019-04-30T00:00:00
603055,台华新材,A股,上交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.1,-,552204885.6,-9.4334,-22.5816,54411200.25,-30.2104,838.8694,2.1,4.66392476,0.025918,27.3648,纺织服装,-,-,058001001,069001001001,2019-04-30T00:00:00
603357,设计总院,A股,上交所主板,2019-04-30T00:00:00,2019-03-31T00:00:00,0.36,-,402480146.45,-3.1375,-15.1107,117811387.2,3.6695,33.0064,5.32,6.99237555,0.119084,48.4724,工程建设,-,-,058001001,069001001001,2019-04-30T00:00:00
