scode,sname,securitytype,trademarket,latestnoticedate,reportdate,basiceps,cutbasiceps,totaloperatereve,ystz,yshz,parentnetprofit,sjltz,sjlhz,roeweighted,bps,mgjyxjje,xsmll,publishname,assigndscrpt,gxl,securitytypecode,trademarketcode,firstnoticedate
688196,卓越新能,A股,上交所科创板,2019-10-31T00:00:00,2019-03-31T00:00:00,0.45,0.45,298754094.21,-,21.3949,40507072.74,-,25.4009,6.03,7.68831237,0.150043,16.2943,环保工程,-,-,058001001,069001001006,2019-09-17T00:00:00
688363,华熙生物,A股,上交所科创板,2019-10-30T00:00:00,2019-03-31T00:00:00,-,0.25,355469206.62,-,-10.8321,107218043.41,-,2.0423,6.05,4.22921778,0.00158,77.5153,医药制造,-,-,058001001,069001001006,2019-10-16T00:00:00
688199,久日新材,A股,上交所科创板,2019-10-30T00:00:00,2019-03-31T00:00:00,1.17,1.16,410748792.98,111.3743,75.0408,94327473.39,261.068,81.5934,11.11,11.12572311,0.143336,42.2722,化工行业,-,-,058001001,069001001006,2019-04-11T00:00:00
688111,金山办公,A股,上交所科创板,2019-10-30T00:00:00,2019-03-31T00:00:00,0.13,0.09,284398777.85,-,-25.6732,47781217.87,-,-52.6905,3.92,3.44504262,-0.008135,82.8516,软件服务,-,-,058001001,069001001006,2019-07-31T00:00:00
000652,泰达股份,A股,深交所主板,2019-10-25T00:00:00,2019-03-31T00:00:00,-0.0067,-,3759117841.61,3.0754,-56.0058,-9865710.38,22.9099,-104.1612,-0.22,3.02837785,0.269234,4.2403,综合行业,-,-,058001001,069001002001,2019-04-30T00:00:00
688159,有方科技,A股,上交所科创板,2019-10-23T00:00:00,2019-03-31T00:00:00,0.23,0.21,160911326.54,-,-29.8652,15441187.96,-,-22.3776,3.56,6.88723863,0.229479,26.8424,通讯行业,-,-,058001001,069001001006,2019-05-07T00:00:00
688051,佳华科技,A股,上交所科创板,2019-10-22T00:00:00,2019-03-31T00:00:00,0.08,0.07,60054600.49,-,-,4027978.63,-,-,4.03,6.25305202,-0.778517,43.0504,软件服务,-,-,058001001,069001001006,2019-05-09T00:00:00
688100,威胜信息,A股,上交所科创板,2019-10-22T00:00:00,2019-03-31T00:00:00,0.06,0.06,228159758.26,-,-14.6683,28083141.12,-,-55.475,2.09,3.01847735,0.225682,31.2242,电子信息,-,-,058001001,069001001006,2019-09-29T00:00:00
688139,海尔生物,A股,上交所科创板,2019-10-22T00:00:00,2019-03-31T00:00:00,0.12,0.1,201021579.29,-,-10.0184,28695750.24,-,-27.056,2.55,4.77360835,0.192161,51.9489,医疗行业,-,-,058001001,069001001006,2019-08-13T00:00:00
688128,中国电研,A股,上交所科创板,2019-10-17T00:00:00,2019-03-31T00:00:00,0.15,0.13,675994839.71,-,-14.5354,53455988.79,-,-37.5504,5.06,3.08403901,0.017551,27.511,专用设备,-,-,058001001,069001001006,2019-05-06T00:00:00
603610,麒盛科技,A股,上交所主板,2019-10-16T00:00:00,2019-03-31T00:00:00,0.58,0.54,514105847.28,-,8.8193,65354383.62,-,3.3664,6.88,8.11506673,0.148561,40.3523,木业家具,-,-,058001001,069001001001,2019-10-09T00:00:00
688037,芯源微,A股,上交所科创板,2019-10-11T00:00:00,2019-03-31T00:00:00,-0.14,-0.17,10305301.61,-,-90.9753,-9025228.43,-,-133.076,-4.19,3.34685238,-0.32571,37.8829,专用设备,-,-,058001001,069001001006,2019-07-12T00:00:00
000607,华媒控股,A股,深交所主板,2019-09-30T00:00:00,2019-03-31T00:00:00,-0.0098,-,356636813.43,7.052,-37.9702,-9950502.56,25.0456,-122.564,-0.39,1.62773777,-0.140871,18.7393,文化传媒,-,-,058001001,069001002001,2019-04-30T00:00:00
000981,ST银亿,A股,深交所风险警示板,2019-09-25T00:00:00,2019-03-31T00:00:00,0.01,-,2418882724.63,3.7749,-7.2495,29855158.72,-93.1033,102.0927,0.21,3.53769321,0.056734,19.9966,汽车行业,-,-,058001001,069001002005,2019-04-30T00:00:00
688030,山石网科,A股,上交所科创板,2019-09-24T00:00:00,2019-03-31T00:00:00,-0.3845,-0.4075,73561741.13,-,-72.5374,-51971686.56,-,-145.9646,-13.28,2.71222863,-0.379641,69.9967,软件服务,-,-,058001001,069001001006,2019-09-02T00:00:00
002758,华通医药,A股,深交所中小板,2019-09-17T00:00:00,2019-03-31T00:00:00,0.03,-,415510282.75,6.5578,5.0504,6248309.59,-18.8034,-10.9529,1.27,2.97561815,-0.269286,14.5942,医药制造,-,-,058001001,069001002003,2019-04-25T00:00:00
601077,渝农商行,A股,上交所主板,2019-09-10T00:00:00,2019-03-31T00:00:00,0.33,0.25,6666465000.0,-1.5265,4.6522,3307679000.0,29.4292,91.9773,4.59,7.3690563,2.665644,-,银行,-,-,058001001,069001001001,2019-09-10T00:00:00
601118,海南橡胶,A股,上交所主板,2019-08-31T00:00:00,2019-03-31T00:00:00,0.004,-,1575627094.39,44.138,-34.5065,16949893.37,106.7024,107.6429,0.17,2.2691806,0.060995,6.1512,塑胶制品,-,-,058001001,069001001001,2019-04-30T00:00:00
300726,宏达电子,A股,深交所创业板,2019-08-30T00:00:00,2019-03-31T00:00:00,0.1378,-,186581165.84,35.7311,7.568,55135199.26,30.068,22.2196,3.43,4.040295,-0.01564,68.0176,电子元件,-,-,058001001,069001002002,2019-04-26T00:00:00
002167,东方锆业,A股,深交所中小板,2019-08-30T00:00:00,2019-03-31T00:00:00,0.003,-,102828219.92,-27.5538,27.6657,1909417.21,-85.3508,142.8114,0.18,1.68380436,-0.036395,34.47,有色金属,-,-,058001001,069001002003,2019-04-27T00:00:00
000971,*ST高升,A股,深交所风险警示板,2019-08-30T00:00:00,2019-03-31T00:00:00,0.041,-,183919908.63,-17.7023,-24.9257,44978054.2,157.5998,102.0274,2.3,1.82014982,-0.040299,29.7674,电子信息,-,-,058001001,069001002005,2019-04-30T00:00:00
002638,勤上股份,A股,深交所中小板,2019-08-29T00:00:00,2019-03-31T00:00:00,-,-,276196307.46,-13.0134,-18.1456,2686962.5,-95.0912,100.2034,0.06,2.59288462,-0.026561,19.2189,电子元件,-,-,058001001,069001002003,2019-04-30T00:00:00
300140,中环装备,A股,深交所创业板,2019-08-28T00:00:00,2019-03-31T00:00:00,0.0295,-,410492205.05,65.3811,-58.7749,11577689.93,145.7579,-79.3301,0.59,5.29264652,-0.164394,29.1412,输配电气,-,-,058001001,069001002002,2019-04-19T00:00:00
600671,天目药业,A股,上交所主板,2019-08-28T00:00:00,2019-03-31T00:00:00,-0.02,-,75708330.55,-16.2258,10.9274,-1874831.33,0.4209,88.6066,-3.27,0.46276737,0.318206,42.297,医药制造,-,-,058001001,069001001001,2019-04-29T00:00:00
300324,旋极信息,A股,深交所创业板,2019-08-27T00:00:00,2019-03-31T00:00:00,0.0883,-,684133779.4,-10.5274,-48.348,89568821.64,-36.2044,129.7044,1.75,2.90698912,-0.136801,44.0476,软件服务,-,-,058001001,069001002002,2019-04-27T00:00:00
300168,万达信息,A股,深交所创业板,2019-08-27T00:00:00,2019-03-31T00:00:00,0.0164,-,380394842.03,23.4195,-40.2947,18017292.13,267.1201,-77.4791,0.49,3.30516947,-0.806721,46.5377,软件服务,-,-,058001001,069001002002,2019-04-26T00:00:00
300142,沃森生物,A股,深交所创业板,2019-08-24T00:00:00,2019-03-31T00:00:00,0.0261,-,176228128.43,49.7195,-42.3482,38733154.52,63.0302,-95.9445,0.87,3.01510278,-0.002461,76.0883,医药制造,-,-,058001001,069001002002,2019-04-26T00:00:00
002393,力生制药,A股,深交所中小板,2019-08-23T00:00:00,2019-03-31T00:00:00,0.24,-,434462480.17,10.3163,7.6616,44426621.86,8.5457,-44.4812,0.97,25.29661889,0.276973,68.8011,医药制造,-,-,058001001,069001002003,2019-04-24T00:00:00
603508,思维列控,A股,上交所主板,2019-08-19T00:00:00,2019-03-31T00:00:00,3.69,-,398509129.5,151.0474,174.5708,696652077.12,1119.4672,1220.6147,17.64,21.96531018,0.043731,65.3101,电子信息,-,-,058001001,069001001001,2019-04-29T00:00:00
603992,松霖科技,A股,上交所主板,2019-08-13T00:00:00,2019-03-31T00:00:00,-,0.1,339095829.25,-,-23.396,48265992.08,-,-31.4047,4.2,3.13785847,0.122327,33.4968,金属制品,-,-,058001001,069001001001,2019-08-06T00:00:00
688200,华峰测控,A股,上交所科创板,2019-08-07T00:00:00,2019-03-31T00:00:00,0.55,0.54,59780523.92,-,60.8729,23235299.56,-,109.2086,9.4,8.04681633,0.310829,82.5454,专用设备,-,-,058001001,069001001006,2019-08-07T00:00:00
300162,雷曼光电,A股,深交所创业板,2019-08-02T00:00:00,2019-03-31T00:00:00,0.035,-,216789005.46,42.4513,4.6989,12124072.59,1638.4562,123.7352,1.17,2.97937277,-0.059456,23.7064,电子元件,-,-,058001001,069001002002,2019-04-20T00:00:00
003816,中国广核,A股,深交所中小板,2019-07-31T00:00:00,2019-03-31T00:00:00,0.055,0.052,12875622313.0,17.8278,-6.501,2518133739.76,1.3212,102.1378,3.48,1.62004415,0.137579,44.4668,电力行业,-,-,058001001,069001002003,2019-04-29T00:00:00
002121,科陆电子,A股,深交所中小板,2019-07-30T00:00:00,2019-03-31T00:00:00,-0.0784,-,791335602.65,-1.3487,-2.93,-110425676.48,-458.6969,91.0921,-3.21,2.40400228,0.045862,28.8264,仪器仪表,-,-,058001001,069001002003,2019-04-23T00:00:00
300787,海能实业,A股,深交所创业板,2019-07-29T00:00:00,2019-03-31T00:00:00,0.4826,0.2539,217792457.25,5.0236,-41.5006,30721443.99,190.3176,-22.1768,5.9,8.41410386,-0.510148,26.4881,电子元件,-,-,058001001,069001002002,2019-07-29T00:00:00
603983,丸美股份,A股,上交所主板,2019-07-24T00:00:00,2019-03-31T00:00:00,0.33,0.33,364791441.67,8.8788,-29.8621,120210613.48,25.2745,-33.0073,8.38,4.1539443,0.130527,66.3951,化工行业,-,-,058001001,069001001001,2019-07-24T00:00:00
688321,微芯生物,A股,上交所科创板,2019-07-22T00:00:00,2019-03-31T00:00:00,0.0041,-,25407829.23,-17.7743,-51.2284,1478694.1,-69.961,-90.824,-,1.32882334,0.026972,95.5003,医药制造,-,-,058001001,069001001006,2019-07-22T00:00:00
688188,柏楚电子,A股,上交所科创板,2019-07-19T00:00:00,2019-03-31T00:00:00,0.7494,0.7263,72599619.65,40.3517,24.1328,56207114.98,87.0802,164.8841,17.66,4.61800116,0.439514,80.5624,软件服务,-,-,058001001,069001001006,2019-07-19T00:00:00
600479,千金药业,A股,上交所主板,2019-07-19T00:00:00,2019-03-31T00:00:00,0.1076,-,804063401.0,16.4758,-22.5306,45011163.0,32.6135,-61.494,2.19,5.00864157,0.114872,48.087,医药制造,-,-,058001001,069001001001,2019-04-23T00:00:00
688398,赛特新材,A股,上交所科创板,2019-07-18T00:00:00,2019-03-31T00:00:00,0.29,0.27,93028428.51,-,3.0394,17378619.89,-,99.076,6.49,4.61187158,0.090606,42.8108,材料行业,-,-,058001001,069001001006,2019-07-18T00:00:00
002959,小熊电器,A股,深交所中小板,2019-07-15T00:00:00,2019-03-31T00:00:00,0.6235,0.473,630396802.87,34.6257,-12.8173,56113986.59,31.8084,-15.2673,11.5,5.73136095,-0.040606,34.2924,家电行业,-,-,058001001,069001002003,2019-07-15T00:00:00
300175,朗源股份,A股,深交所创业板,2019-07-13T00:00:00,2019-03-31T00:00:00,0.017,-,126562196.67,101.6225,17.5537,8010239.13,275.3585,-37.3079,0.98,1.74344923,0.033806,32.1703,农牧饲渔,-,-,058001001,069001002002,2019-04-26T00:00:00
688218,江苏北人,A股,上交所科创板,2019-07-11T00:00:00,2019-03-31T00:00:00,-,-,44484886.51,-14.9446,-69.8598,4738525.41,34.3985,-70.9177,-,3.99225364,-0.38011,30.2572,专用设备,-,-,058001001,069001001006,2019-07-11T00:00:00
300786,国林科技,A股,深交所创业板,2019-07-09T00:00:00,2019-03-31T00:00:00,0.39,0.39,89378984.41,33.1463,-13.8103,15744443.68,35.2152,-3.1445,3.87,10.36755508,-0.148567,40.1131,专用设备,-,-,058001001,069001002002,2019-07-09T00:00:00
688177,百奥泰,A股,上交所科创板,2019-07-08T00:00:00,2019-03-31T00:00:00,-1.66,-0.57,-,-,-,-531649565.56,-,-179.1307,-99.28,3.16785345,-0.572313,-,医药制造,-,-,058001001,069001001006,2019-07-08T00:00:00
688015,交控科技,A股,上交所科创板,2019-07-06T00:00:00,2019-03-31T00:00:00,-0.81,-0.87,107767538.54,16.9342,-79.427,-24289876.04,-49.641,-143.9501,-27.71,2.89875782,0.620241,29.6156,交运设备,-,-,058001001,069001001006,2019-07-06T00:00:00
688388,嘉元科技,A股,上交所科创板,2019-07-06T00:00:00,2019-03-31T00:00:00,0.46,0.45,334921234.1,69.4043,-7.8216,80053365.6,214.0533,14.1443,10.84,4.52626838,0.787775,36.3039,材料行业,-,-,058001001,069001001006,2019-04-19T00:00:00
688028,沃尔德,A股,上交所科创板,2019-07-05T00:00:00,2019-03-31T00:00:00,0.24,0.21,58396888.47,7.9132,-23.4332,14169826.67,0.7604,-16.7106,4.06,5.83087642,0.171274,47.5508,专用设备,-,-,058001001,069001001006,2019-07-05T00:00:00
688022,瀚川智能,A股,上交所科创板,2019-07-05T00:00:00,2019-03-31T00:00:00,0.01,0.01,52207467.95,232.2923,-73.2287,1005391.28,115.4243,-97.6029,0.55,2.27360448,-0.470919,32.2112,专用设备,-,-,058001001,069001001006,2019-07-05T00:00:00
688088,虹软科技,A股,上交所科创板,2019-07-04T00:00:00,2019-03-31T00:00:00,0.08,0.08,126048068.98,29.2674,2.6148,30421221.62,-16.3217,-22.1831,2.92,2.92954356,-0.042273,93.9413,软件服务,-,-,058001001,069001001006,2019-07-04T00:00:00
688010,福光股份,A股,上交所科创板,2019-07-03T00:00:00,2019-03-31T00:00:00,0.1487,-,108672970.23,-8.8776,-32.6834,17070105.24,-16.5339,-49.5193,-,6.87570512,-0.171343,37.0161,仪器仪表,-,-,058001001,069001001006,2019-07-03T00:00:00
688012,中微公司,A股,上交所科创板,2019-07-03T00:00:00,2019-03-31T00:00:00,0.03,0.02,376288946.91,524.1336,-43.2685,13840957.35,125.2811,-78.3191,0.65,4.4271493,-0.475276,32.4512,专用设备,-,-,058001001,069001001006,2019-07-03T00:00:00
688018,乐鑫科技,A股,上交所科创板,2019-07-03T00:00:00,2019-03-31T00:00:00,0.4724,0.4705,147467262.96,37.2361,1.2814,28343748.0,11.6036,-5.0602,8.71,5.60736487,-0.065851,46.4606,电子元件,-,-,058001001,069001001006,2019-07-03T00:00:00
688011,新光光电,A股,上交所科创板,2019-07-03T00:00:00,2019-03-31T00:00:00,0.0841,0.0589,29045813.33,9.4681,-79.0035,6305931.72,-80.9321,-84.8897,2.09,4.05747674,0.035251,58.2492,专用设备,-,-,058001001,069001001006,2019-07-03T00:00:00
688009,中国通号,A股,上交所科创板,2019-07-02T00:00:00,2019-03-31T00:00:00,0.07,-,7885358465.48,14.8531,-45.483,676450474.26,8.8554,-30.1067,-,3.04213109,-0.125951,24.4323,交运设备,-,-,058001001,069001001006,2019-07-02T00:00:00
688005,容百科技,A股,上交所科创板,2019-07-02T00:00:00,2019-03-31T00:00:00,0.07,0.07,827074058.68,42.0423,-14.823,29788462.41,-23.0171,-48.4171,0.95,7.92840317,0.063707,12.0477,材料行业,-,-,058001001,069001001006,2019-07-02T00:00:00
300785,值得买,A股,深交所创业板,2019-07-01T00:00:00,2019-03-31T00:00:00,0.45,-,103352392.2,30.1658,-50.5422,18142468.29,8.7651,-68.521,-,8.64916414,-0.725068,73.6915,电子信息,-,-,058001001,069001002002,2019-07-01T00:00:00
900906,*ST毅达B,B股,上交所风险警示板,2019-06-28T00:00:00,2019-03-31T00:00:00,-0.0072,-,0.0,-,-,-7758300.46,-135.5172,98.3702,-,-0.43915899,1e-06,-,园林工程,-,-,058001002,069001001003,2019-06-28T00:00:00
600610,*ST毅达,A股,上交所风险警示板,2019-06-28T00:00:00,2019-03-31T00:00:00,-0.0072,-,0.0,-,-,-7758300.46,-135.5172,98.3702,-,-0.43915899,1e-06,-,园林工程,-,-,058001001,069001001003,2019-06-28T00:00:00
002263,*ST东南,A股,深交所风险警示板,2019-06-28T00:00:00,2019-03-31T00:00:00,-,-,369437552.24,26.7877,-0.1286,-4450324.64,31.0846,-112.7053,-0.2,1.15992006,0.014883,7.9251,包装材料,-,-,058001001,069001002005,2019-06-28T00:00:00
300688,创业黑马,A股,深交所创业板,2019-06-28T00:00:00,2019-03-31T00:00:00,0.15,-,44012402.09,67.8657,-63.2139,10101853.21,124.5364,206.9351,2.63,5.57496925,0.132082,55.1459,文化传媒,-,-,058001001,069001002002,2019-04-26T00:00:00
600774,汉商集团,A股,上交所主板,2019-06-26T00:00:00,2019-03-31T00:00:00,0.012,-,295757583.9,-0.3022,-3.4922,2811673.22,-65.3235,-67.0773,0.47,2.64688114,-0.040206,32.0668,商业百货,-,-,058001001,069001001001,2019-04-27T00:00:00
000638,万方发展,A股,深交所主板,2019-06-26T00:00:00,2019-03-31T00:00:00,-0.0065,-,15218371.02,-27.911,-71.3761,-2023390.49,74.5312,98.4206,-1.52,0.43853096,-0.033975,40.85,国际贸易,-,-,058001001,069001002001,2019-04-30T00:00:00
600146,商赢环球,A股,上交所主板,2019-06-26T00:00:00,2019-03-31T00:00:00,-0.17,-,345671234.45,-39.3382,18.2841,-81078574.2,-892.703,95.4538,-7.15,2.31533088,-0.223206,37.477,纺织服装,-,-,058001001,069001001001,2019-04-30T00:00:00
000622,恒立实业,A股,深交所主板,2019-06-25T00:00:00,2019-03-31T00:00:00,-0.0036,-,114079497.64,760.5604,-21.2622,-1527679.17,39.7882,-174.0522,-0.8,0.44488846,-0.243841,3.8365,机械行业,-,-,058001001,069001002001,2019-04-25T00:00:00
600968,海油发展,A股,上交所主板,2019-06-25T00:00:00,2019-03-31T00:00:00,0.0048,0.0004,5783410953.2,18.4071,-44.8715,39708665.23,62.0593,-90.6019,0.2935,1.62919229,0.151356,8.2039,石油行业,-,-,058001001,069001001001,2019-06-25T00:00:00
688002,睿创微纳,A股,上交所科创板,2019-06-24T00:00:00,2019-03-31T00:00:00,0.0604,0.0516,100525120.88,177.0569,-52.4976,23240608.79,605.8015,-72.2027,2.28,2.67319593,-0.081646,54.8627,专用设备,-,-,058001001,069001001006,2019-06-24T00:00:00
603906,龙蟠科技,A股,上交所主板,2019-06-22T00:00:00,2019-03-31T00:00:00,0.12,-,436852585.15,26.4233,-2.9974,36057483.25,26.263,37.9413,2.67,5.07381718,0.439301,32.7006,化工行业,-,-,058001001,069001001001,2019-04-20T00:00:00
000806,ST银河,A股,深交所风险警示板,2019-06-20T00:00:00,2019-03-31T00:00:00,-0.0113,-,160729578.07,-14.5436,-11.8892,-12415867.69,39.3835,97.8941,-0.89,1.25847156,-0.025333,33.3361,输配电气,-,-,058001001,069001002005,2019-04-27T00:00:00
002966,苏州银行,A股,深交所中小板,2019-06-17T00:00:00,2019-03-31T00:00:00,0.23,-,2473480443.0,38.4193,20.5035,704513264.0,8.9316,90.6763,-,7.80840259,0.385929,-,银行,-,-,058001001,069001002003,2019-06-17T00:00:00
600300,维维股份,A股,上交所主板,2019-06-15T00:00:00,2019-03-31T00:00:00,0.06,-,1532685013.89,0.2886,17.4316,91968634.42,87.1165,374.297,3.45,1.62017255,0.016332,19.3037,食品饮料,-,-,058001001,069001001001,2019-04-27T00:00:00
000620,新华联,A股,深交所主板,2019-06-15T00:00:00,2019-03-31T00:00:00,0.004,-,897420459.11,-14.079,-88.5434,7840833.61,-79.9165,-99.1096,0.1,4.1023033,-0.019431,20.3117,房地产,-,-,058001001,069001002001,2019-04-26T00:00:00
600090,同济堂,A股,上交所主板,2019-06-14T00:00:00,2019-03-31T00:00:00,0.1,-,2604858407.29,7.0475,-9.1628,138589227.05,4.3282,9.9229,2.26,4.30818014,0.531452,12.7325,医疗行业,-,-,058001001,069001001001,2019-04-24T00:00:00
000157,中联重科,A股,深交所主板,2019-06-14T00:00:00,2019-03-31T00:00:00,0.13,-,9016755410.05,41.7625,17.6906,1002111619.87,165.9786,39.7709,2.59,5.01665218,0.239133,30.0092,机械行业,-,-,058001001,069001002001,2019-04-30T00:00:00
688266,泽璟制药,A股,上交所科创板,2019-06-10T00:00:00,2019-03-31T00:00:00,-0.95,-0.25,-,-,-,-170132628.57,-,51.1736,-120.45,1.04455133,-0.234385,-,医药制造,-,-,058001001,069001001006,2019-06-10T00:00:00
603256,宏和科技,A股,上交所主板,2019-06-10T00:00:00,2019-03-31T00:00:00,0.04,0.04,164819255.24,-24.1239,-9.3567,30618279.99,-20.4032,-16.2929,2.81,1.39760439,0.090645,35.7994,玻璃陶瓷,-,-,058001001,069001001001,2019-06-10T00:00:00
300601,康泰生物,A股,深交所创业板,2019-06-10T00:00:00,2019-03-31T00:00:00,0.16,-,341578343.59,-15.3061,-33.9234,99720802.41,-9.2452,67.6354,5.29,3.09776327,-0.017129,92.794,医药制造,-,-,058001001,069001002002,2019-04-26T00:00:00
300093,金刚玻璃,A股,深交所创业板,2019-06-06T00:00:00,2019-03-31T00:00:00,0.004,-,132834774.24,4.724,-58.9451,870882.6,29.2848,32.7106,0.1,3.35300064,0.138208,33.0352,玻璃陶瓷,-,-,058001001,069001002002,2019-04-30T00:00:00
300781,因赛集团,A股,深交所创业板,2019-06-05T00:00:00,2019-03-31T00:00:00,0.16,0.16,94266849.39,3.8808,-21.103,10155452.37,2.2689,-54.1373,3.2,5.00658192,-0.376105,40.6389,文化传媒,-,-,058001001,069001002002,2019-05-20T00:00:00
603301,振德医疗,A股,上交所主板,2019-06-04T00:00:00,2019-03-31T00:00:00,0.31,-,333965152.94,19.2928,-16.6696,30614800.03,55.3515,-31.8878,2.69,11.54336101,-0.423213,29.0545,医疗行业,-,-,058001001,069001001001,2019-04-30T00:00:00
002956,西麦食品,A股,深交所中小板,2019-06-03T00:00:00,2019-03-31T00:00:00,0.8,0.75,267511617.2,12.6504,8.9042,47962700.44,20.6081,78.9146,8.78,9.50822402,1.065669,60.0795,食品饮料,-,-,058001001,069001002003,2019-06-03T00:00:00
300594,朗进科技,A股,深交所创业板,2019-06-03T00:00:00,2019-03-31T00:00:00,0.29,0.25,114300409.28,9.755,-15.2143,19064038.79,4.8235,-28.8298,5.2,5.64525127,-1.049624,36.4417,交运设备,-,-,058001001,069001002002,2019-06-03T00:00:00
688026,洁特生物,A股,上交所科创板,2019-06-03T00:00:00,2019-03-31T00:00:00,0.07,0.03,31015859.59,-,-62.1728,5176451.12,-,-73.6931,1.82,3.82849756,0.113038,41.5625,塑胶制品,-,-,058001001,069001001006,2019-06-03T00:00:00
300783,三只松鼠,A股,深交所创业板,2019-06-03T00:00:00,2019-03-31T00:00:00,0.6925,-,2867672303.57,27.1748,23.0056,249293002.69,6.9516,591.6761,-,3.78075576,0.857996,33.1574,食品饮料,-,-,058001001,069001002002,2019-06-03T00:00:00
688118,普元信息,A股,上交所科创板,2019-06-03T00:00:00,2019-03-31T00:00:00,-0.255,-0.26,18752654.94,-,-90.2401,-17026482.95,-,-128.8406,-6.32,4.34619927,-0.819702,58.8419,软件服务,-,-,058001001,069001001006,2019-06-03T00:00:00
000655,金岭矿业,A股,深交所主板,2019-06-01T00:00:00,2019-03-31T00:00:00,0.05,-,288107820.23,17.2751,10.2626,29651007.93,102.8225,11.2747,1.23,4.07536441,0.110503,25.3802,钢铁行业,-,-,058001001,069001002001,2019-04-27T00:00:00
002247,聚力文化,A股,深交所中小板,2019-05-31T00:00:00,2019-03-31T00:00:00,0.04,-,803484698.8,-9.5136,29.033,34809108.51,-79.0257,101.072,1.7,2.42145389,-0.052178,10.0982,文化传媒,-,-,058001001,069001002003,2019-04-30T00:00:00
000780,平庄能源,A股,深交所主板,2019-05-30T00:00:00,2019-03-31T00:00:00,-0.173,-,402608877.77,-24.8655,-43.4203,-175785456.63,-4250.2016,11.6774,-4.31,3.93997858,-0.114079,15.6387,煤炭采选,-,-,058001001,069001002001,2019-04-30T00:00:00
002114,罗平锌电,A股,深交所中小板,2019-05-30T00:00:00,2019-03-31T00:00:00,0.01,-,444025456.96,44.4868,48.1171,3355163.91,-56.7899,102.8641,0.22,4.77372659,0.00802,8.482,有色金属,-,-,058001001,069001002003,2019-04-26T00:00:00
000719,中原传媒,A股,深交所主板,2019-05-30T00:00:00,2019-03-31T00:00:00,0.09,-,1694813717.6,6.7646,-43.1187,89529803.65,15.5713,-62.6326,1.45,7.61767294,-0.304113,28.9571,文化传媒,-,-,058001001,069001002001,2019-04-29T00:00:00
