scode,hycode,companycode,sname,publishname,reporttimetypecode,combinetypecode,dataajusttype,mkt,noticedate,reportdate,parentnetprofit,totaloperatereve,totaloperateexp,totaloperateexp_tb,operateexp,operateexp_tb,saleexp,manageexp,financeexp,operateprofit,sumprofit,incometax,operatereve,intnreve,intnreve_tb,commnreve,commnreve_tb,operatetax,operatemanageexp,commreve_commexp,intreve_intexp,premiumearned,premiumearned_tb,investincome,surrenderpremium,indemnityexp,tystz,yltz,sjltz,kcfjcxsyjlr,sjlktz,eutime,yyzc
300414,016022,80201125,中光防雷,电子元件,004,001,2,cyb,2019-10-25T00:00:00,2019-09-30T00:00:00,43533080.05,297337335.32,266438900.06,0.150609670026409,191901716.68,0.127421137095656,27609403.04,19269565.96,-1843909.61,47474722.45,47705931.62,6769864.82,-,-,-,-,-,3488612.54,-,-,-,-,-,-,-,-,0.153876,0.291794,0.329786,40468034.27,0.6290848882,2020/1/8 11:59:01,191901716.68
603595,016040,80494165,东尼电子,材料行业,004,001,2,shzb,2019-10-25T00:00:00,2019-09-30T00:00:00,-172630966.89,448960404.08,447225457.51,-0.279477138435,345147279.25,-0.279020140722695,7555302.15,41081413.3,21803338.28,-178854996.7,-179845956.37,-7214989.48,-,-,-,-,-,1390270.31,-,-,-,-,-,-,-,-,-0.372172,-2.508654,-2.643232,-179988025.02,-3.1776266684,2020/1/8 11:59:00,345147279.25
002122,016043,80092336,*ST天马,机械行业,004,001,2,,2019-10-25T00:00:00,2019-09-30T00:00:00,-562048778.08,883438879.44,1137582289.09,-0.292997536068886,785739670.44,-0.366391140555877,50055804.6,136254089.85,116839395.6,-411685486.23,-574309029.84,-14267695.01,-,-,-,-,-,10620256.6,-,-,-,-,-,-,-,-,-0.35256,-1.088536,-1.732053,-454379718.66,-0.8079729648,2020/1/8 11:59:10,785739670.44
688098,016050,80605383,申联生物,农药兽药,004,001,2,,2019-10-25T00:00:00,2019-09-30T00:00:00,77131889.13,225741973.23,139157230.43,-0.0826359990520498,40645253.42,-0.163874171169494,48494232.16,34456391.31,-4413563.0,89913206.35,89891934.55,12760045.42,-,-,-,-,-,2005711.91,-,-,-,-,-,-,-,-,-0.067444,-0.04564,-0.054893,73181889.13,-0.0511333637,2020/1/8 11:59:14,40645253.42
600694,016036,10000501,大商股份,商业百货,004,001,2,shzb,2019-10-25T00:00:00,2019-09-30T00:00:00,836582784.16,16748985457.28,15524078412.92,-0.0967292016875042,12305306552.23,-0.0995059983792926,1053856482.74,1944338345.49,18115155.57,1276468070.87,1293161709.52,387994587.19,-,-,-,-,-,202461876.89,-,-,-,-,-,-,-,-,-0.088489,0.026395,0.065452,751864437.16,-0.0416495238,2020/1/8 11:59:07,12305306552.23
300434,016024,80200092,金石亚药,医药制造,004,001,2,cyb,2019-10-25T00:00:00,2019-09-30T00:00:00,67436363.96,609722941.48,523920083.41,-0.0161393353024022,229451544.17,-0.00584032344557403,168371726.7,94973175.96,-2336510.26,87442540.92,86819565.77,17086074.92,-,-,-,-,-,15466517.94,-,-,-,-,-,-,-,-,-0.00153,0.073388,0.018902,65458733.1,0.0700818942,2020/1/8 11:59:06,229451544.17
300318,016047,80095250,博晖创新,医疗行业,004,001,2,cyb,2019-10-25T00:00:00,2019-09-30T00:00:00,4791373.38,461741318.15,447689426.7,0.111769716055367,235579761.58,0.0956858818460709,83512519.53,66001613.6,18116581.12,15136696.93,13850256.68,5223085.56,-,-,-,-,-,5232455.0,-,-,-,-,-,-,-,-,0.059939,-0.562262,-0.792964,3473563.35,-0.8296815452,2020/1/8 11:59:04,235579761.58
603160,016022,80357751,汇顶科技,电子元件,004,001,2,shzb,2019-10-25T00:00:00,2019-09-30T00:00:00,1712310161.99,4678220795.52,3048559258.49,0.440956662179326,1807298787.55,0.382257511100966,379482076.87,101099124.21,-6729776.96,1967005562.05,1964384260.6,252074098.61,-,-,-,-,-,46897690.42,-,-,-,-,-,-,-,-,0.977709,5.053653,4.372215,1621189109.72,5.0460411711,2020/1/8 11:59:04,1807298787.55
000962,016032,10001214,东方钽业,有色金属,004,001,2,szzb,2019-10-25T00:00:00,2019-09-30T00:00:00,16634345.15,452620664.95,469754389.1,-0.429756817637303,386761125.27,-0.454048664255886,4437063.93,52118751.31,12363038.12,16798062.12,17827179.26,403322.67,-,-,-,-,-,7961178.48,-,-,-,-,-,-,-,-,-0.447215,3.716357,4.024245,6105874.93,3.3046594832,2020/1/8 11:58:58,386761125.27
002430,016061,80076123,杭氧股份,专用设备,004,001,2,zxb,2019-10-25T00:00:00,2019-09-30T00:00:00,531623508.1,5987072179.42,5388443131.4,0.0259729811752117,4730373580.56,0.0311050742096674,79550932.93,326421660.02,64242249.1,688260450.06,690949294.97,122546830.87,-,-,-,-,-,40001930.05,-,-,-,-,-,-,-,-,0.003242,-0.045453,-0.014726,490005763.32,-0.026097623,2020/1/8 11:59:08,4730373580.56
300558,016024,80088820,贝达药业,医药制造,004,001,2,cyb,2019-10-25T00:00:00,2019-09-30T00:00:00,198542886.63,1243443143.64,1020813144.59,0.31932662800977,80371503.31,0.91473719698512,469446078.46,195680153.59,22519538.53,232591416.31,231433288.67,37121316.98,-,-,-,-,-,8095549.79,-,-,-,-,-,-,-,-,0.340509,0.366875,0.34369,181096894.06,0.4287461783,2020/1/8 11:59:16,80371503.31
600328,016041,10000267,兰太实业,化工行业,004,001,2,shzb,2019-10-25T00:00:00,2019-09-30T00:00:00,292716909.0,2982064328.15,2379682240.28,0.0215638928166112,1813300416.02,0.0614437682380652,311070274.3,121647898.24,76482580.91,593613875.29,594255564.59,132858589.51,-,-,-,-,-,52151949.34,-,-,-,-,-,-,-,-,0.055953,0.173586,0.18728,259283604.46,0.073114977,2020/1/8 11:59:00,1813300416.02
002152,016014,80097526,广电运通,电子信息,004,001,2,zxb,2019-10-25T00:00:00,2019-09-30T00:00:00,503844444.27,4071819340.55,3477895777.43,0.252894197058788,2459259252.0,0.287959478868803,510617681.32,255247708.26,-72957580.63,718664702.7,720918852.5,115868149.97,-,-,-,-,-,21610722.6,-,-,-,-,-,-,-,-,0.250589,0.136167,0.126726,427173864.49,0.1431555921,2020/1/8 11:59:04,2459259252.0
300436,016024,80200714,广生堂,医药制造,004,001,2,cyb,2019-10-25T00:00:00,2019-09-30T00:00:00,14023669.34,322517376.58,320200555.83,0.158054797224742,69121538.29,0.521449848624876,166358841.96,35806388.88,4066365.55,16516670.03,16870542.09,1212483.59,-,-,-,-,-,5587690.6,-,-,-,-,-,-,-,-,0.129198,0.74476,1.324334,964240.5,-0.8004359664,2020/1/8 11:59:05,69121538.29
000987,016058,10001236,越秀金控,多元金融,004,001,2,szzb,2019-10-25T00:00:00,2019-09-30T00:00:00,1340820433.77,6881743933.34,4506882539.36,0.199405289184562,-,-,-,1380753761.87,-,2374861393.98,2406807070.56,672351942.22,-,224753952.55,-,982700574.28,0.280776499445766,41568281.46,-,-,224753952.55,-,-,-,-,-,0.610725,3.61269,3.570152,396159585.25,0.4314367849,2019/12/10 11:41:42,-
601069,016052,80186232,西部黄金,贵金属,004,001,2,shzb,2019-10-25T00:00:00,2019-09-30T00:00:00,41821491.56,2439960719.13,2371171921.33,3.19940802987306,2181976017.29,4.48613850223359,13583750.16,120814805.17,23425099.61,54429864.22,52457674.21,10636182.65,-,-,-,-,-,30214199.18,-,-,-,-,-,-,-,-,3.638078,2.818532,2.25954,47938693.97,2.189451702,2020/1/8 11:59:02,2181976017.29
300349,016021,80198474,金卡智能,仪器仪表,004,001,2,cyb,2019-10-25T00:00:00,2019-09-30T00:00:00,296297946.71,1328259030.14,1081577872.16,0.00151189340501935,699492838.89,-0.00707971313220284,176662575.07,78473982.78,-551350.8,329028148.68,334292891.61,37445431.02,-,-,-,-,-,11808797.42,-,-,-,-,-,-,-,-,-0.036508,-0.189386,-0.144323,259760343.94,-0.1401667888,2020/1/8 11:59:05,699492838.89
300346,016040,80198537,南大光电,材料行业,004,001,2,cyb,2019-10-25T00:00:00,2019-09-30T00:00:00,45416367.41,218857473.98,201188695.75,0.312190052955827,123502314.08,0.417722420523626,14135889.67,27036696.97,-3911558.48,52455517.75,55084982.39,4613359.79,-,-,-,-,-,3458701.91,-,-,-,-,-,-,-,-,0.19955,-0.153729,-0.092948,26623553.21,-0.3726445602,2020/1/8 11:59:06,123502314.08
600361,016036,10000289,华联综超,商业百货,004,001,2,shzb,2019-10-25T00:00:00,2019-09-30T00:00:00,62387776.26,9287606261.67,9293983844.19,0.00876870666491441,7250312739.2,-0.0038063061092728,1671205532.17,232884467.32,120763075.25,65300249.92,70281340.77,7894634.85,-,-,-,-,-,18818030.25,-,-,-,-,-,-,-,-,0.004562,-0.264823,-0.079191,54223533.44,-0.2335698891,2020/1/8 11:58:50,7250312739.2
600276,016024,10000223,恒瑞医药,医药制造,004,001,2,shzb,2019-10-25T00:00:00,2019-09-30T00:00:00,3734893398.47,16945046466.99,12809106100.72,0.400716396057043,2172482708.67,0.295014902946254,6163744137.42,1521065034.91,-107351950.84,4457604808.65,4401945219.46,668653697.21,-,-,-,-,-,159687915.91,-,-,-,-,-,-,-,-,0.36009,0.2689,0.282622,3535994256.05,0.2724578517,2020/1/8 11:58:51,2172482708.67
300711,016015,80605378,广哈通信,通讯行业,004,001,2,cyb,2019-10-25T00:00:00,2019-09-30T00:00:00,-22819356.89,103236775.08,119223067.06,0.0853836015216098,55439814.7,-0.0742224737611362,25824580.06,13307739.86,-6292386.81,-26446747.55,-26384798.16,-3565441.27,-,-,-,-,-,1232090.6,-,-,-,-,-,-,-,-,-0.205709,-2.690178,-2.22505,-23713557.94,-2.8081281704,2020/1/8 11:59:04,55439814.7
600971,016011,10001425,恒源煤电,煤炭采选,004,001,2,shzb,2019-10-25T00:00:00,2019-09-30T00:00:00,718625314.73,4711284890.86,3704178168.75,-0.00651423684655478,2744505562.26,-0.0202805871706409,73369142.62,537765832.32,77993952.71,998612306.37,996259014.77,278561960.66,-,-,-,-,-,122848372.92,-,-,-,-,-,-,-,-,0.01033,0.049118,0.043362,718394316.17,0.0383232746,2020/1/8 11:58:54,2744505562.26
000920,016040,10001183,南方汇通,材料行业,004,001,2,szzb,2019-10-25T00:00:00,2019-09-30T00:00:00,69667553.44,753049339.97,709650328.5,0.100360243103814,511458499.44,0.174585650640861,55931916.68,76528231.82,17944313.07,94500302.6,93972890.9,14341143.06,-,-,-,-,-,8782533.56,-,-,-,-,-,-,-,-,0.031026,-0.031777,0.045419,38635168.9,-0.4356469314,2020/1/8 11:59:01,511458499.44
002198,016024,80102585,嘉应制药,医药制造,004,001,2,zxb,2019-10-25T00:00:00,2019-09-30T00:00:00,20719487.41,338112825.53,314832327.06,0.000880648004298646,74007941.47,-0.262559331119772,181083011.5,50535583.44,1924504.58,23564056.84,25456700.14,4737212.73,-,-,-,-,-,7281286.07,-,-,-,-,-,-,-,-,0.009234,0.131993,0.216963,18976740.64,0.1496175343,2020/1/8 11:59:14,74007941.47
600698,016008,10000505,*ST天雁,交运设备,004,001,2,,2019-10-25T00:00:00,2019-09-30T00:00:00,1163850.69,337538695.42,346371747.35,-0.132524905904398,276717675.98,-0.136381077074548,25428100.61,17112328.39,4850832.49,108710.78,1188109.23,24258.54,-,-,-,-,-,4976854.01,-,-,-,-,-,-,-,-,-0.121004,1.051993,1.503729,-5674902.61,0.5827551978,2020/1/8 11:59:16,276717675.98
300470,016043,80277711,中密控股,机械行业,004,001,2,cyb,2019-10-25T00:00:00,2019-09-30T00:00:00,157711863.16,675888623.59,488729501.61,0.336962047872166,314050600.1,0.299569849408943,76515377.02,60454880.62,-940897.41,181352119.17,183506582.99,25647690.8,-,-,-,-,-,8979615.03,-,-,-,-,-,-,-,-,0.321992,0.271358,0.276651,155854708.8,0.2797373137,2020/1/8 11:59:13,314050600.1
601877,016020,80134602,正泰电器,输配电气,004,001,2,shzb,2019-10-25T00:00:00,2019-09-30T00:00:00,2864095341.53,22477165259.05,19324917343.81,0.176257755907818,15867407281.49,0.182214537808348,1400830867.52,936301924.51,343995676.73,3441300434.7,3447174351.0,454174221.91,-,-,-,-,-,131018944.72,-,-,-,-,-,-,-,-,0.176165,0.055259,0.026549,2798641573.84,-0.0002205736,2020/1/8 11:59:03,15867407281.49
601608,016043,80031365,中信重工,机械行业,004,001,2,shzb,2019-10-25T00:00:00,2019-09-30T00:00:00,98294076.54,3659059081.21,3626269358.98,0.0251588547934602,2703274101.13,0.00355982915538479,152838335.11,300210632.04,162142023.7,141594303.85,156454712.33,45593403.1,-,-,-,-,-,39568062.08,-,-,-,-,-,-,-,-,0.023909,0.057523,0.389105,1550909.37,0.4028663437,2020/1/8 11:59:04,2703274101.13
000617,016058,10000952,中油资本,多元金融,004,001,2,szzb,2019-10-25T00:00:00,2019-09-30T00:00:00,6028386871.12,24482366758.19,15185951967.21,0.0506558899406708,425082974.19,0.30745750970919,-,2194309372.92,90783883.2,13928737681.63,13990470522.37,2501995157.18,-,10091939339.58,-,1147243946.64,-0.0915615588768564,158987091.21,-,1147243946.64,10091939339.58,-,-,-,-,-,-0.030725,0.053946,0.046182,5885305020.46,0.0268000711,2020/1/8 11:59:01,425082974.19
601318,016028,80001597,中国平安,保险,004,001,2,shzb,2019-10-25T00:00:00,2019-09-30T00:00:00,129567000000.0,892751000000.0,731628000000.0,-,731628000000.0,0.161102338462027,-,-,-,161123000000.0,160901000000.0,19153000000.0,892751000000.0,-,-,-,-,-,-,-,-,580666000000.0,0.0950487020640623,63330000000.0,19610000000.0,164939000000.0,0.186415,0.316762,0.631888,119387000000.0,0.5040313437,2019/10/24 19:09:31,-
600926,016029,80058614,杭州银行,银行,004,001,2,shzb,2019-10-25T00:00:00,2019-09-30T00:00:00,5306072000.0,16047009000.0,10136024000.0,-,10136024000.0,0.26288583431939,-,4199990000.0,-,5910985000.0,5925323000.0,619251000.0,16047009000.0,11337289000.0,0.0637886273882792,1301199000.0,-,119874000.0,4199990000.0,-,-,-,-,-,-,-,0.258491,0.251025,0.202531,5295737000.0,0.2008114496,2019/10/24 19:45:28,-
300701,016022,80310118,森霸传感,电子元件,004,001,2,cyb,2019-10-25T00:00:00,2019-09-30T00:00:00,57091773.49,141143892.4,87842930.23,0.0424267222599894,66550190.79,0.0497135808158695,4646720.53,9767059.66,-809486.34,66925269.38,67018347.41,9926573.92,-,-,-,-,-,1689807.54,-,-,-,-,-,-,-,-,0.066116,0.086125,0.092666,46686106.85,0.1459964351,2020/1/8 11:58:58,66550190.79
603289,016061,80471561,泰瑞机器,专用设备,004,001,2,shzb,2019-10-25T00:00:00,2019-09-30T00:00:00,89515213.23,572758540.98,474937459.71,-0.0177017723028292,391465043.18,-0.0215391097858968,43156773.33,21518536.97,-12864556.47,104466828.5,104676872.67,15161659.44,-,-,-,-,-,4659935.85,-,-,-,-,-,-,-,-,0.019564,0.238318,0.271227,82365278.06,0.2377925312,2020/1/8 11:58:50,391465043.18
603238,016010,80159551,诺邦股份,纺织服装,004,001,2,shzb,2019-10-25T00:00:00,2019-09-30T00:00:00,67507980.06,795916091.8,694511406.9,0.127683634576429,578348796.89,0.131767916768697,53615238.8,32649966.64,-4543860.54,102898512.98,103184341.28,13487217.58,-,-,-,-,-,5400321.01,-,-,-,-,-,-,-,-,0.187477,0.640316,0.625154,63244940.03,0.9062415729,2020/1/8 11:59:04,578348796.89
603129,016008,80495351,春风动力,交运设备,004,001,2,shzb,2019-10-25T00:00:00,2019-09-30T00:00:00,141253536.61,2392145222.96,2233966056.4,0.267514086720363,1651872695.57,0.225631336357785,314672146.01,102619064.75,-25950436.46,156976875.56,157986681.41,21030965.7,-,-,-,-,-,56795981.63,-,-,-,-,-,-,-,-,0.282909,0.453499,0.453279,130839012.47,0.5945740809,2020/1/8 11:59:10,1651872695.57
603379,016041,80187370,三美股份,化工行业,004,001,2,shzb,2019-10-25T00:00:00,2019-09-30T00:00:00,613604823.26,3126302387.08,2386277697.21,0.0562480509342361,2110684414.68,0.0608894127045204,187082328.75,82546101.53,-38512093.67,788609613.07,791803059.11,178420638.96,-,-,-,-,-,19035307.0,-,-,-,-,-,-,-,-,-0.073939,-0.302446,-0.291441,575576237.27,-0.3158029933,2020/1/8 11:58:52,2110684414.68
300779,016048,80200828,惠城环保,环保工程,004,001,2,cyb,2019-10-25T00:00:00,2019-09-30T00:00:00,39692713.41,258029761.82,223292673.85,0.186445288379514,160633155.74,0.138580955670749,13871977.96,27774517.38,3733780.56,38075745.86,47217411.77,7524698.36,-,-,-,-,-,3503179.39,-,-,-,-,-,-,-,-,0.108137,-0.152402,-0.01167,30400203.53,-,2020/1/8 11:59:11,160633155.74
002641,016018,80183628,永高股份,塑胶制品,004,001,2,zxb,2019-10-25T00:00:00,2019-09-30T00:00:00,327535840.94,4404579202.89,4022534433.51,0.151597302815592,3300474232.36,0.16565623890619,301878012.84,228432783.04,9325417.72,374646601.65,379254295.53,51718454.59,-,-,-,-,-,30860129.95,-,-,-,-,-,-,-,-,0.184934,0.748887,1.017444,300881141.23,0.8352214771,2020/1/8 11:59:13,3300474232.36
002925,016022,80310173,盈趣科技,电子元件,004,001,2,zxb,2019-10-25T00:00:00,2019-09-30T00:00:00,649929987.65,2601573234.59,1860674997.54,0.363782522934966,1594486865.53,0.362990346159073,36558007.68,106975021.89,-66184969.35,760428968.69,760816722.9,107448263.0,-,-,-,-,-,20421190.27,-,-,-,-,-,-,-,-,0.290221,0.090197,0.073144,610624386.25,0.0962307931,2020/1/8 11:59:15,1594486865.53
603790,016041,80662786,雅运股份,化工行业,004,001,2,shzb,2019-10-25T00:00:00,2019-09-30T00:00:00,108590068.83,758939556.65,637485284.91,0.0387506209792105,514799655.0,0.0274877388536562,50084014.49,38970580.73,1230294.93,130165009.27,130020325.08,18328212.62,-,-,-,-,-,3611326.84,-,-,-,-,-,-,-,-,0.025745,0.014826,0.004625,95559092.83,-0.0633015997,2020/1/8 11:59:00,514799655.0
300763,016061,80462230,锦浪科技,专用设备,004,001,2,cyb,2019-10-25T00:00:00,2019-09-30T00:00:00,72769703.68,775081923.35,683440903.31,0.365014517511284,528620483.81,0.345668594643371,90143497.57,46485224.94,-12889282.84,84367668.11,83487503.94,10717800.26,-,-,-,-,-,2496713.36,-,-,-,-,-,-,-,-,0.317349,-0.046502,-0.102147,75908736.74,-,2020/1/8 11:59:13,528620483.81
300588,016014,80282037,熙菱信息,电子信息,004,001,2,cyb,2019-10-25T00:00:00,2019-09-30T00:00:00,-28498006.94,162316772.2,187492899.5,-0.621528217874844,106377466.64,-0.735197770783779,28122366.0,46934791.64,-4588187.88,-35977611.54,-36268234.33,-4338081.29,-,-,-,-,-,828858.55,-,-,-,-,-,-,-,-,-0.68136,-14.239547,-9.054732,-35973740.04,-15.0536348077,2020/1/8 11:59:05,106377466.64
300454,016057,80134034,深信服,软件服务,004,001,2,cyb,2019-10-25T00:00:00,2019-09-30T00:00:00,312726691.77,2791511767.08,2724549384.42,0.384054816920616,786136714.83,0.436101811033466,1088820722.45,126774786.59,-91081042.38,317377198.25,319660069.15,6933377.38,-,-,-,-,-,29525649.37,-,-,-,-,-,-,-,-,0.353352,0.0235,-0.000248,248093329.23,-0.0918060958,2020/1/8 11:59:04,786136714.83
603667,016043,80293533,五洲新春,机械行业,004,001,2,shzb,2019-10-25T00:00:00,2019-09-30T00:00:00,85501523.49,1389630544.18,1295155759.16,0.451055042974622,1101069242.9,0.425399489215515,41365608.21,82555300.49,17901834.7,113549344.62,114001970.68,21805288.02,-,-,-,-,-,11515615.74,-,-,-,-,-,-,-,-,0.411122,0.129059,0.013693,72296558.28,-0.0815549951,2020/1/8 11:58:49,1101069242.9
603239,016035,80198895,浙江仙通,汽车行业,004,001,2,shzb,2019-10-25T00:00:00,2019-09-30T00:00:00,62164706.42,437633882.45,372476684.4,-0.107011500248513,280222112.48,-0.125171530608491,38821238.33,27734635.14,-1209468.87,72290525.82,72036060.15,9871353.73,-,-,-,-,-,3877262.67,-,-,-,-,-,-,-,-,-0.18314,-0.430045,-0.453887,55099630.14,-0.4850283723,2020/1/8 11:58:52,280222112.48
002892,016043,80504198,科力尔,机械行业,004,001,2,zxb,2019-10-25T00:00:00,2019-09-30T00:00:00,68451560.43,633629142.42,557002101.76,0.186604345434944,485852030.91,0.176855947016776,24869899.2,21534077.6,-3563739.46,78605073.59,78511752.03,10060191.6,-,-,-,-,-,4582811.78,-,-,-,-,-,-,-,-,0.210307,0.44341,0.409704,63237626.52,0.4365469843,2020/1/8 11:59:13,485852030.91
603327,016022,80746570,福蓉科技,电子元件,004,001,2,shzb,2019-10-25T00:00:00,2019-09-30T00:00:00,211384302.87,941322051.78,692547773.95,0.136912995916534,600453151.04,0.149940827526041,38835604.17,20255882.67,9437307.85,246854764.08,249326982.53,37942679.66,-,-,-,-,-,8669184.25,-,-,-,-,-,-,-,-,0.254074,0.772761,0.707706,207711647.36,0.7808978221,2020/1/8 11:58:52,600453151.04
300694,016035,80650869,蠡湖股份,汽车行业,004,001,2,cyb,2019-10-25T00:00:00,2019-09-30T00:00:00,90515093.88,838466055.97,736440847.29,0.0779697768698452,618458020.12,0.0851988864198241,19761934.03,46490309.1,9667292.24,111222104.84,110937986.02,20422892.14,-,-,-,-,-,5756403.32,-,-,-,-,-,-,-,-,0.073196,0.141239,0.112897,80093953.26,0.0118035958,2020/1/8 11:59:06,618458020.12
002935,016061,80463414,天奥电子,专用设备,004,001,2,zxb,2019-10-25T00:00:00,2019-09-30T00:00:00,34474913.85,435133241.33,403413309.01,0.0258921259692746,301127861.99,0.0181972551931533,23339267.22,36759877.52,-887828.38,37301310.47,37314020.96,2839107.11,-,-,-,-,-,395736.49,-,-,-,-,-,-,-,-,0.025811,0.054844,0.07183,25348352.97,-0.140379318,2020/1/8 11:59:01,301127861.99
300549,016061,80357699,优德精密,专用设备,004,001,2,cyb,2019-10-25T00:00:00,2019-09-30T00:00:00,16631842.85,268505907.91,252567159.75,0.0155951888131992,192500810.25,0.0423457074777931,20139948.37,23654313.96,4251231.36,19316237.02,19305498.76,2673655.91,-,-,-,-,-,2127973.13,-,-,-,-,-,-,-,-,-0.062826,-0.535671,-0.531641,13420469.44,-0.5817132737,2020/1/8 11:59:03,192500810.25
300753,016047,80653646,爱朋医疗,医疗行业,004,001,2,cyb,2019-10-25T00:00:00,2019-09-30T00:00:00,75367704.73,260818419.02,198457431.89,0.325717061446087,71354019.81,0.460524934474554,69147827.42,39211929.68,-645310.35,90878628.94,89211068.12,13148088.9,-,-,-,-,-,2157104.41,-,-,-,-,-,-,-,-,0.293087,0.532897,0.520199,56441747.87,0.2092488219,2020/1/8 11:58:52,71354019.81
300761,016009,80491318,立华股份,农牧饲渔,004,001,2,cyb,2019-10-25T00:00:00,2019-09-30T00:00:00,1270927679.26,6204829511.56,4982861565.24,0.149346339421945,4605022641.64,0.139578058360672,80157582.55,275907532.73,226736.93,1263252396.17,1271008287.92,80608.66,-,-,-,-,-,6805497.24,-,-,-,-,-,-,-,-,0.177757,0.305805,0.301541,1217940134.06,0.3327735511,2020/1/8 11:59:03,4605022641.64
688022,016061,80994673,瀚川智能,专用设备,004,001,2,,2019-10-25T00:00:00,2019-09-30T00:00:00,35535863.0,255573039.26,222600277.32,0.053904078669352,162577964.65,0.0040536397801409,13654074.5,26737524.79,446147.33,39459153.49,39784113.76,5115334.38,-,-,-,-,-,1611118.51,-,-,-,-,-,-,-,-,0.060448,0.105159,0.255023,30273577.94,0.4293301634,2020/1/8 11:59:06,162577964.65
601689,016035,80202125,拓普集团,汽车行业,004,001,2,shzb,2019-10-25T00:00:00,2019-09-30T00:00:00,337412661.57,3765837462.16,3396212756.35,-0.110520932574081,2781161202.71,-0.13364386369339,193296058.18,156696092.7,-4636359.11,407109084.87,407846540.51,66362538.35,-,-,-,-,-,34006226.09,-,-,-,-,-,-,-,-,-0.154957,-0.430433,-0.453261,315217777.83,-0.436218583,2020/1/8 11:58:49,2781161202.71
300630,016024,80463378,普利制药,医药制造,004,001,2,cyb,2019-10-25T00:00:00,2019-09-30T00:00:00,206030166.9,608533925.01,396054859.04,0.45518960214682,105368359.48,0.484235002896974,127893941.41,39799818.0,5354923.9,215679699.75,215510561.8,9480394.9,-,-,-,-,-,4660340.37,-,-,-,-,-,-,-,-,0.513069,0.626001,0.700515,198789400.89,0.6930411849,2020/1/8 11:59:04,105368359.48
603803,016015,80009562,瑞斯康达,通讯行业,004,001,2,shzb,2019-10-25T00:00:00,2019-09-30T00:00:00,99369701.87,1925090738.45,1845325115.6,0.144103424057819,1232058341.49,0.236551301689623,247272669.95,122497276.52,26505646.85,112333086.64,110256576.43,11222207.12,-,-,-,-,-,14851833.05,-,-,-,-,-,-,-,-,0.128472,0.190536,0.235398,96629097.31,0.2766931183,2020/1/8 11:58:50,1232058341.49
002895,016041,80305808,川恒股份,化工行业,004,001,2,zxb,2019-10-25T00:00:00,2019-09-30T00:00:00,142518507.53,1316262623.23,1145668175.19,0.267512705501266,954083258.03,0.256408051137536,95979406.64,64998952.87,6747488.45,180270700.11,176991289.44,35103383.79,-,-,-,-,-,4904715.45,-,-,-,-,-,-,-,-,0.351365,1.352919,1.146236,150360435.45,1.4795685471,2020/1/8 11:59:15,954083258.03
300481,016041,80312050,濮阳惠成,化工行业,004,001,2,cyb,2019-10-25T00:00:00,2019-09-30T00:00:00,114820010.28,512227143.86,381684951.12,0.0115670552784936,319207904.51,0.0131928466342912,21139508.02,14373113.42,-10863958.51,134227503.2,134191764.89,19608526.32,-,-,-,-,-,5821198.05,-,-,-,-,-,-,-,-,0.080403,0.341657,0.34951,111586454.37,0.3752550627,2020/1/8 11:59:15,319207904.51
002963,016005,80920909,豪尔赛,工程建设,004,001,2,zxb,2019-10-25T00:00:00,2019-09-30T00:00:00,204117338.73,939454541.38,672334447.35,0.628478859273227,569746118.06,0.692226387750794,34793266.41,55285072.97,529873.71,240806170.14,240805020.14,36687681.41,-,-,-,-,-,2777177.27,-,-,-,-,-,-,-,-,0.70451,0.997093,1.069406,203255838.73,0.995423064,2020/1/8 11:59:16,569746118.06
002749,016050,80200064,国光股份,农药兽药,004,001,2,zxb,2019-10-25T00:00:00,2019-09-30T00:00:00,180923338.31,793650021.44,583023972.07,0.25034575307347,432951924.69,0.285881825491696,95757299.53,34992155.97,-6028833.31,211340131.34,211179865.12,30256526.81,-,-,-,-,-,1551486.44,-,-,-,-,-,-,-,-,0.179194,0.015766,0.025689,179738920.37,0.0288084685,2020/1/8 11:59:15,432951924.69
300789,016057,80709014,唐源电气,软件服务,004,001,2,cyb,2019-10-25T00:00:00,2019-09-30T00:00:00,52240609.82,199827142.8,153645445.95,0.37822542102745,95208811.85,0.5062980185078,13489744.26,16707206.33,-1642573.95,58561175.87,58494780.95,6254171.13,-,-,-,-,-,2430246.2,-,-,-,-,-,-,-,-,0.430155,0.395709,0.435724,49665017.36,0.5401008239,2020/1/8 11:59:16,95208811.85
603558,016010,80158744,健盛集团,纺织服装,004,001,2,shzb,2019-10-25T00:00:00,2019-09-30T00:00:00,227603105.11,1311891778.79,1096760914.54,0.113044376942363,926636874.48,0.128752970202245,36652862.08,86752134.09,-3026186.69,255841921.23,251830141.13,24858887.32,-,-,-,-,-,12308278.31,-,-,-,-,-,-,-,-,0.146435,0.303553,0.310394,205124795.96,0.3992357013,2020/1/8 11:58:52,926636874.48
002931,016061,80642025,锋龙股份,专用设备,004,001,2,zxb,2019-10-25T00:00:00,2019-09-30T00:00:00,45506225.29,293697972.74,242702569.23,0.200050528593887,198146581.07,0.217779859103844,9763589.09,20709269.24,-2884900.99,55110133.29,55094104.44,8066630.49,-,-,-,-,-,3056220.89,-,-,-,-,-,-,-,-,0.227597,0.359749,0.367946,41393510.74,0.3473974105,2020/1/8 11:59:13,198146581.07
