scode,hycode,companycode,sname,publishname,reporttimetypecode,combinetypecode,dataajusttype,mkt,noticedate,reportdate,parentnetprofit,totaloperatereve,totaloperateexp,totaloperateexp_tb,operateexp,operateexp_tb,saleexp,manageexp,financeexp,operateprofit,sumprofit,incometax,operatereve,intnreve,intnreve_tb,commnreve,commnreve_tb,operatetax,operatemanageexp,commreve_commexp,intreve_intexp,premiumearned,premiumearned_tb,investincome,surrenderpremium,indemnityexp,tystz,yltz,sjltz,kcfjcxsyjlr,sjlktz,eutime,yyzc
300261,016041,80180703,雅本化学,化工行业,003,001,2,cyb,2019-04-27T00:00:00,2019-03-31T00:00:00,48640300.91,487024991.82,422689551.48,-0.0636202215480775,348655841.12,-0.118482383486828,4260079.75,29731656.51,15401207.3,67652293.95,62942779.18,9661607.52,-,-,-,-,-,1629123.92,-,-,-,-,-,-,-,-,-0.015094,0.562585,0.319385,50079662.27,0.3828775338,2019/4/26 17:54:15,348655841.12
600377,016002,10000301,宁沪高速,高速公路,003,001,2,shzb,2019-04-27T00:00:00,2019-03-31T00:00:00,1034435704.0,2362097802.0,1139613553.0,-0.263674912794247,947984334.0,-0.269778093133753,8711111.0,41410711.0,115753214.0,1369332950.0,1366894530.0,307424037.0,-,-,-,-,-,25754183.0,-,-,-,-,-,-,-,-,-0.163141,0.006191,0.017011,1033902573.0,0.0158561576,2019/4/26 16:49:04,947984334.0
002314,016017,80134191,南山控股,房地产,003,001,2,zxb,2019-04-27T00:00:00,2019-03-31T00:00:00,-130617765.83,603422054.42,740685245.34,-0.216546188138898,385575528.03,-0.317155653254943,58305048.16,163973059.73,97858401.4,-93981443.44,-110040298.13,6499330.72,-,-,-,-,-,30474043.97,-,-,-,-,-,-,-,-,-0.397157,-3.054876,-1.754307,-157764033.95,-2.0690342925,2019/4/26 17:59:07,385575528.03
600609,016035,10000416,金杯汽车,汽车行业,003,001,2,shzb,2019-04-27T00:00:00,2019-03-31T00:00:00,19034781.68,1458529044.66,1351565824.13,0.03200812948331,1235310114.25,0.0309365102204678,12115716.89,52537908.83,23120425.87,110181080.11,112465504.5,33675005.14,-,-,-,-,-,9701649.34,-,-,-,-,-,-,-,-,0.063629,0.773267,-0.060009,16750357.29,1.5822316134,2019/4/26 21:40:12,1235310114.25
600303,016035,10000247,曙光股份,汽车行业,003,001,2,shzb,2019-04-27T00:00:00,2019-03-31T00:00:00,-29912376.06,629538488.53,659348452.86,-0.19930278089518,542142588.87,-0.219221333624159,26630991.22,56955370.98,8907557.1,-27136722.67,-21493695.53,9209635.84,-,-,-,-,-,12037480.4,-,-,-,-,-,-,-,-,-0.262175,-2.088318,-3.153522,-33914955.01,-4.3914486787,2019/4/26 16:41:12,542142588.87
603615,016018,80417342,茶花股份,塑胶制品,003,001,2,shzb,2019-04-27T00:00:00,2019-03-31T00:00:00,20193467.8,200939834.26,178378077.28,0.11177034135417,143472134.73,0.0654463527420684,15253303.18,10596621.71,-367491.76,27086908.98,27138121.88,6944654.08,-,-,-,-,-,2254901.87,-,-,-,-,-,-,-,-,0.058826,-0.079947,-0.091941,18490421.48,-0.1488252238,2019/4/26 17:30:14,143472134.73
002319,016041,80134337,乐通股份,化工行业,003,001,2,zxb,2019-04-27T00:00:00,2019-03-31T00:00:00,-3444705.03,107953398.91,110540824.96,-0.0507075847174414,83449857.74,-0.0341162973089243,5122294.14,10560202.17,6645594.88,-2434203.33,-2355063.67,1089641.36,-,-,-,-,-,1549236.83,-,-,-,-,-,-,-,-,-0.034206,0.316774,0.186903,-3623443.37,0.0837271737,2019/4/26 23:04:17,83449857.74
000999,016024,10001247,华润三九,医药制造,003,001,2,szzb,2019-04-27T00:00:00,2019-03-31T00:00:00,1166843861.83,3482272550.36,2950015454.69,0.0108252071354374,1293757866.35,0.164138767214434,1356570901.08,173064317.46,-1890712.21,1349862316.04,1352500836.59,184031601.41,-,-,-,-,-,53434263.29,-,-,-,-,-,-,-,-,0.030161,1.717619,1.759056,435456820.56,0.1129242183,2019/4/26 16:40:10,1293757866.35
002078,016025,80080285,太阳纸业,造纸印刷,003,001,2,zxb,2019-04-27T00:00:00,2019-03-31T00:00:00,380242873.45,5451080597.76,5049043370.29,0.217531918213663,4486414299.62,0.22793181086993,177219071.68,131731996.08,144769646.94,403473711.08,467492959.69,86273998.12,-,-,-,-,-,22451725.99,-,-,-,-,-,-,-,-,0.081287,-0.549449,-0.383443,333872009.8,-0.4471109088,2019/4/26 17:38:38,4486414299.62
600339,016005,10000277,中油工程,工程建设,003,001,2,shzb,2019-04-27T00:00:00,2019-03-31T00:00:00,65347842.74,9347288711.44,9143837516.41,0.113176288333596,8440564154.66,0.163987082906752,19067737.28,538493301.83,93373050.89,208890451.04,216388675.33,151408097.79,-,-,-,-,-,36525671.98,-,-,-,-,-,-,-,-,0.125693,1.069854,3.423297,45500944.49,1.9644664152,2019/4/26 23:54:49,8440564154.66
002750,016024,80198794,龙津药业,医药制造,003,001,2,zxb,2019-04-27T00:00:00,2019-03-31T00:00:00,5237314.3,65213290.42,57790290.75,-0.252974989933637,4859363.77,-0.258869197910418,45217273.97,5264474.24,-2995645.15,7101930.46,7106845.12,1895828.23,-,-,-,-,-,1527156.31,-,-,-,-,-,-,-,-,-0.212872,-0.099263,-0.27683,4662542.23,0.0448076369,2019/4/26 23:55:51,4859363.77
002543,016019,80166381,万和电气,家电行业,003,001,2,zxb,2019-04-27T00:00:00,2019-03-31T00:00:00,177601042.48,2022744153.93,1814825525.59,-0.104667318597857,1367825794.92,-0.140303635812866,304486664.11,38452028.02,18004533.36,217529120.93,218750168.01,36931665.68,-,-,-,-,-,13771133.06,-,-,-,-,-,-,-,-,-0.068051,0.219725,0.214392,172176311.69,0.436652424,2019/4/26 23:58:52,1367825794.92
300431,016039,80201109,暴风集团,文化传媒,003,001,2,cyb,2019-04-27T00:00:00,2019-03-31T00:00:00,-17494985.51,71205119.63,106813235.91,-0.784760777270451,51748696.65,-0.857708999602444,26544037.32,7302644.49,6156905.47,-34456246.52,-46760316.65,-2740580.94,-,-,-,-,-,331384.4,-,-,-,-,-,-,-,-,-0.815989,0.698765,0.407787,-12841994.25,0.603042335,2019/4/26 22:03:07,51748696.65
002827,016041,80476564,高争民爆,化工行业,003,001,2,zxb,2019-04-27T00:00:00,2019-03-31T00:00:00,-7948678.83,46304722.15,54618577.02,0.00651893950013231,30345639.68,-0.037047112538202,8733960.25,15062044.59,565013.4,-7919352.08,-7921052.08,196657.27,-,-,-,-,-,323811.53,-,-,-,-,-,-,-,-,-0.216984,-2.580952,-2.995176,-8306129.37,-3.1492627936,2019/4/26 18:31:01,30345639.68
601615,016061,80192552,明阳智能,专用设备,003,001,2,shzb,2019-04-27T00:00:00,2019-03-31T00:00:00,39027517.91,1745910591.84,1728216709.67,1.54674140051345,1330210978.34,2.63690466461395,148174852.08,104491717.18,58874228.49,33627429.98,32486833.91,-3240933.83,-,-,-,-,-,4110641.88,-,-,-,-,-,-,-,-,2.330185,1.268323,1.370971,28713062.59,1.248488849,2019/4/26 20:09:47,1330210978.34
002685,016043,80196451,华东重机,机械行业,003,001,2,zxb,2019-04-27T00:00:00,2019-03-31T00:00:00,41196519.55,2539714735.53,2513049055.11,0.913986996049971,2457006105.03,0.991048955694012,12661120.72,13626599.73,8716049.77,53716413.17,53749804.25,8439374.99,-,-,-,-,-,2921123.46,-,-,-,-,-,-,-,-,0.729225,-0.668461,-0.692234,18072303.4,-0.8634559816,2019/4/26 16:07:52,2457006105.03
300554,016043,80474369,三超新材,机械行业,003,001,2,cyb,2019-04-27T00:00:00,2019-03-31T00:00:00,1433504.63,57617392.4,56327075.39,-0.274253790619676,45259198.42,-0.261848787836476,2285519.71,6216023.26,-204908.43,1817151.15,1811653.42,378148.79,-,0.0,-,0.0,-,816236.12,-,0.0,0.0,-,-,-,-,-,-0.584216,-0.970658,-0.972703,990368.68,-0.9808534088,2019/4/26 16:49:04,45259198.42
300751,016061,80650868,迈为股份,专用设备,003,001,2,cyb,2019-04-27T00:00:00,2019-03-31T00:00:00,63551869.64,295663569.62,240212698.44,0.773441984591059,199284964.7,0.902884498077339,16493176.8,10729933.9,-2444670.34,60914131.77,77187997.97,13701198.2,-,-,-,-,-,3031447.25,-,-,-,-,-,-,-,-,0.584186,0.049485,0.265474,49719078.17,0.0034401426,2019/4/26 19:58:39,199284964.7
603626,016059,80398460,科森科技,金属制品,003,001,2,shzb,2019-04-27T00:00:00,2019-03-31T00:00:00,13073184.62,460615684.2,451084152.63,0.130962936630165,318963196.4,0.0155920444295109,15189707.95,53814263.18,29995867.8,9531531.57,12754775.18,-317807.51,-,-,-,-,-,4424009.84,-,-,-,-,-,-,-,-,0.027325,-0.8075,-0.74784,10418892.59,-0.793638347,2019/4/26 17:31:11,318963196.4
300420,016043,80200100,五洋停车,机械行业,003,001,2,cyb,2019-04-27T00:00:00,2019-03-31T00:00:00,35313586.63,243021664.66,209327702.69,0.525016454687772,156203007.47,0.653601406848944,21214916.79,16087725.21,1555610.94,38410431.08,38596424.53,3781962.71,-,-,-,-,-,1932334.4,-,-,-,-,-,-,-,-,0.676673,2.472895,2.144123,31473512.29,2.8714801414,2019/4/26 16:12:57,156203007.47
603507,016020,80509335,振江股份,输配电气,003,001,2,shzb,2019-04-27T00:00:00,2019-03-31T00:00:00,5141154.21,288721917.47,278461524.47,1.14382610394774,229394555.36,1.25896436565941,25263238.63,15109449.39,7846662.55,11412093.07,9871946.88,4267898.79,-,-,-,-,-,1857253.15,-,-,-,-,-,-,-,-,1.150073,0.093369,-0.420691,5398312.32,0.4440726759,2019/4/26 17:30:14,229394555.36
002496,016050,80128791,辉丰股份,农药兽药,003,001,2,zxb,2019-04-27T00:00:00,2019-03-31T00:00:00,11335610.93,453989852.13,454656490.66,-0.334867712020761,278895564.76,-0.484434870418995,25948927.77,122829219.18,18478157.01,9285388.3,8775780.8,4075388.16,-,-,-,-,-,3262091.93,-,-,-,-,-,-,-,-,-0.463225,-0.94547,-0.909352,8853357.64,-0.9306047905,2019/4/26 22:35:16,278895564.76
300375,016035,80169462,鹏翎股份,汽车行业,003,001,2,cyb,2019-04-27T00:00:00,2019-03-31T00:00:00,26877774.28,387164703.77,346833379.54,0.265493155812829,290388611.98,0.264916292822465,17145724.55,23513060.87,3500954.64,41604697.09,42029338.46,6192347.76,-,-,-,-,-,4455785.28,-,-,-,-,-,-,-,-,0.277422,0.376352,0.057986,25518177.29,0.0536516045,2019/4/26 16:45:02,290388611.98
300268,016009,80181618,佳沃股份,农牧饲渔,003,001,2,cyb,2019-04-27T00:00:00,2019-03-31T00:00:00,1411508.91,475674705.98,469300176.09,0.0841006178570521,431304660.24,0.0626927819003193,16547210.16,10176780.01,10861955.09,6055733.41,6216365.32,1754046.48,-,-,-,-,-,1229364.25,-,-,-,-,-,-,-,-,0.082552,-0.069422,0.173498,1401016.42,0.4302831455,2019/4/26 16:45:02,431304660.24
002712,016039,80198675,思美传媒,文化传媒,003,001,2,zxb,2019-04-27T00:00:00,2019-03-31T00:00:00,124374540.87,1029042829.18,908828792.99,-0.305419737322893,826418470.94,-0.311537886255743,28350684.65,29408541.42,3255967.39,124822702.5,124523490.48,647460.54,-,-,-,-,-,2178227.97,-,-,-,-,-,-,-,-,-0.265517,0.251004,0.279512,122185974.53,0.3313541151,2019/4/26 22:03:03,826418470.94
601228,016016,80179506,广州港,港口水运,003,001,2,shzb,2019-04-27T00:00:00,2019-03-31T00:00:00,264825910.24,2369072923.7,2057979979.33,0.0781828077113812,1774289618.38,0.0806073137902839,11435250.43,211389166.78,48739364.9,398235783.73,399021776.87,87580884.13,-,-,-,-,-,10503843.81,-,-,-,-,-,-,-,-,0.081663,0.052834,0.019449,219308793.64,0.1001033086,2019/4/26 17:01:13,1774289618.38
300469,016057,80281874,信息发展,软件服务,003,001,2,cyb,2019-04-27T00:00:00,2019-03-31T00:00:00,-16339655.74,55315162.37,80919780.81,0.221489963019675,33548856.09,0.394576937539705,14498589.07,18573686.78,3606518.51,-20904618.44,-20892735.84,-2723833.66,-,-,-,-,-,216306.94,-,-,-,-,-,-,-,-,0.262357,0.067916,0.104126,-20268855.95,-0.1188518288,2019/4/26 18:10:03,33548856.09
603192,016041,80662790,汇得科技,化工行业,003,001,2,shzb,2019-04-27T00:00:00,2019-03-31T00:00:00,26323691.6,307621946.65,279032964.97,-0.185574484573113,240549494.67,-0.214305340215244,9974642.45,13409960.98,-950577.1,30085767.56,30031534.36,3707842.76,-,-,-,-,-,803625.63,-,-,-,-,-,-,-,-,-0.171255,0.040723,0.103302,24946158.09,0.0574868475,2019/4/26 20:19:10,240549494.67
300757,016061,80650865,罗博特科,专用设备,003,001,2,cyb,2019-04-27T00:00:00,2019-03-31T00:00:00,6284380.99,133350649.73,127169911.46,1.14873667288828,97853666.71,1.44206716861867,4704628.17,8489654.94,1516906.68,6845575.59,6906803.44,818857.08,-,-,-,-,-,1360854.65,-,-,-,-,-,-,-,-,1.099004,0.528292,0.369616,5987059.94,0.3252506837,2019/4/26 19:41:40,97853666.71
300289,016024,80157703,利德曼,医药制造,003,001,2,cyb,2019-04-27T00:00:00,2019-03-31T00:00:00,5937865.25,116815701.84,109717831.16,-0.24549166831335,59609741.98,-0.371620777157084,15531013.86,19300581.88,545353.64,11552053.01,11573018.7,2085843.48,-,-,-,-,-,2066372.64,-,-,-,-,-,-,-,-,-0.319122,-0.596996,-0.676487,5576921.15,-0.6663698249,2019/4/26 23:33:19,59609741.98
603268,016044,80258096,松发股份,玻璃陶瓷,003,001,2,shzb,2019-04-27T00:00:00,2019-03-31T00:00:00,11652808.0,136386520.22,118787167.43,0.0323339200697322,85498964.18,0.0471254324137725,9069351.64,14705780.26,6375105.13,18225940.41,18161710.75,1602159.66,-,-,-,-,-,1091187.12,-,-,-,-,-,-,-,-,0.019799,-0.11713,-0.011193,11217415.26,0.0263970424,2019/4/26 17:18:10,85498964.18
300419,016014,80198467,浩丰科技,电子信息,003,001,2,cyb,2019-04-27T00:00:00,2019-03-31T00:00:00,3683309.07,86447880.3,85521086.91,-0.286288882720646,59815296.46,-0.390040708179531,5851559.16,11308424.5,60593.84,3699446.63,3750058.5,105992.5,-,-,-,-,-,493535.23,-,-,-,-,-,-,-,-,-0.31321,-0.52511,-0.506693,1474235.99,-0.758294972,2019/4/26 16:03:38,59815296.46
002833,016061,80389365,弘亚数控,专用设备,003,001,2,zxb,2019-04-27T00:00:00,2019-03-31T00:00:00,76391372.6,298158284.87,230981951.49,0.222139083545106,189934167.31,0.146110362010493,10738504.27,16647050.53,1089326.52,90651213.03,89912930.27,13639082.2,-,-,-,-,-,2516696.03,-,-,-,-,-,-,-,-,0.154263,0.087497,0.081763,57675657.22,-0.0175279006,2019/4/26 23:49:48,189934167.31
601869,016015,80396916,长飞光纤,通讯行业,003,001,2,shzb,2019-04-27T00:00:00,2019-03-31T00:00:00,253418943.0,1598780588.0,1460242582.0,-0.296983456642355,1161650833.0,-0.343322672580888,70774230.0,126353466.0,2919094.0,283795361.0,283753466.0,37464700.0,-,-,-,-,-,6368193.0,-,-,-,-,-,-,-,-,-0.351478,-0.340259,-0.318888,151722513.0,-0.5869291773,2019/4/26 22:38:17,1161650833.0
300580,016035,80150392,贝斯特,汽车行业,003,001,2,cyb,2019-04-27T00:00:00,2019-03-31T00:00:00,32667371.41,178307086.13,144618365.58,-0.00224126018206768,113809466.91,0.0379282217809303,1826664.25,18900867.61,2193416.22,37349898.47,37359766.74,4692395.33,-,-,-,-,-,2417420.56,-,-,-,-,-,-,-,-,0.009277,0.02556,0.037615,29400984.24,0.0740419334,2019/4/26 16:49:36,113809466.91
300100,016035,80146933,双林股份,汽车行业,003,001,2,cyb,2019-04-27T00:00:00,2019-03-31T00:00:00,16919273.04,1141089777.56,1129889950.99,-0.200386239876778,917097199.97,-0.261170877553164,45908866.16,73750792.77,37859623.84,29453559.37,19696792.64,5373198.74,-,-,-,-,-,8107480.63,-,-,-,-,-,-,-,-,-0.256646,-0.747216,-0.775248,13062043.9,-0.7128560819,2019/4/26 16:02:40,917097199.97
603598,016039,80293096,引力传媒,文化传媒,003,001,2,shzb,2019-04-27T00:00:00,2019-03-31T00:00:00,8763321.03,480749079.83,472499576.15,-0.457050151464303,433163180.85,-0.468595121562438,14047698.93,16119726.93,1175320.3,8955324.32,8906185.96,145527.72,-,-,-,-,-,2063861.9,-,-,-,-,-,-,-,-,-0.459896,-0.572459,-0.387987,8071413.89,-0.4123369881,2019/4/26 20:31:14,433163180.85
300229,016057,80106467,拓尔思,软件服务,003,001,2,cyb,2019-04-27T00:00:00,2019-03-31T00:00:00,7207749.4,206007708.27,203529997.8,0.232567934375609,107391719.18,0.420926315750989,33729808.55,33612825.4,523037.71,10284416.32,10266674.58,2210412.11,-,-,-,-,-,1168167.86,-,-,-,-,-,-,-,-,0.290688,0.857283,3.399108,2060027.82,2.8301382438,2019/4/26 16:07:53,107391719.18
601225,016011,80139859,陕西煤业,煤炭采选,003,001,2,shzb,2019-04-27T00:00:00,2019-03-31T00:00:00,2774539941.51,14404755231.67,10538738898.16,0.332665593607202,8026554220.41,0.407987518607388,540202720.03,1136211843.44,63988173.32,4351361059.77,4329064751.75,546963492.21,-,-,-,-,-,801095290.12,-,-,-,-,-,-,-,-,0.144376,-0.126432,-0.023536,2496922341.51,-0.1231492193,2019/4/26 16:32:03,8026554220.41
002234,016009,80080284,民和股份,农牧饲渔,003,001,2,zxb,2019-04-27T00:00:00,2019-03-31T00:00:00,385793374.12,731486409.31,356624722.17,0.169468375503555,301756520.99,0.166202795583598,11991708.88,23718237.54,15853128.28,386533931.65,385591056.76,10843.9,-,-,-,-,-,1780241.17,-,-,-,-,-,-,-,-,1.49054,25.917984,25.678608,385852867.28,24.1110047269,2019/4/26 18:06:29,301756520.99
300494,016014,80357681,盛天网络,电子信息,003,001,2,cyb,2019-04-27T00:00:00,2019-03-31T00:00:00,4473572.91,119632095.21,116388180.93,0.1846630383614,85020364.97,0.30242343389621,15162121.97,4936718.02,-1317584.94,4611140.79,4101890.8,-371682.11,-,-,-,-,-,197924.63,-,-,-,-,-,-,-,-,0.034883,-0.789763,-0.776959,3706933.97,-0.7691676009,2019/4/26 23:11:15,85020364.97
603078,016041,80426002,江化微,化工行业,003,001,2,shzb,2019-04-27T00:00:00,2019-03-31T00:00:00,4789267.45,97828343.54,93822759.59,0.23180472807676,70472141.74,0.149016547543071,9607139.85,7732595.94,736647.01,4965082.95,4943502.42,389762.23,-,-,-,-,-,578590.01,-,-,-,-,-,-,-,-,0.173834,-0.474775,-0.443607,3997334.65,-0.3623317404,2019/4/26 20:20:15,70472141.74
300661,016022,80329888,圣邦股份,电子元件,003,001,2,cyb,2019-04-27T00:00:00,2019-03-31T00:00:00,15860658.91,112092729.94,107179273.36,-0.0942641836899476,56923014.29,-0.218719547494158,11140923.21,6708716.73,1249735.54,17737699.92,17821396.17,1960737.26,-,-,-,-,-,752867.02,-,-,-,-,-,-,-,-,-0.158158,-0.125117,-0.093402,14273993.49,-0.1356595025,2019/4/26 16:26:09,56923014.29
300435,016043,80201120,中泰股份,机械行业,003,001,2,cyb,2019-04-27T00:00:00,2019-03-31T00:00:00,18417534.25,135813372.53,122527717.51,0.484710217167413,111019483.31,0.569555551123148,2961945.01,6876451.22,1989968.25,19799916.78,20042368.55,1126730.82,-,-,-,-,-,1026828.7,-,-,-,-,-,-,-,-,0.338776,-0.105645,-0.093981,15780611.13,-0.0007765185,2019/4/26 21:17:39,111019483.31
300619,016061,80398458,金银河,专用设备,003,001,2,cyb,2019-04-27T00:00:00,2019-03-31T00:00:00,4124219.21,139745196.71,138614629.12,0.367662161074952,108539708.5,0.45122878148592,4815492.75,10144306.89,5947507.83,4098794.07,4185242.16,152131.61,-,-,-,-,-,947730.99,-,-,-,-,-,-,-,-,0.369066,0.440075,0.046179,4037797.78,0.8400915874,2019/4/26 16:42:12,108539708.5
603110,016041,80473157,东方材料,化工行业,003,001,2,shzb,2019-04-27T00:00:00,2019-03-31T00:00:00,11909658.64,87745346.36,76021817.54,-0.167591943988714,56478841.92,-0.228376004694391,8116250.03,6304092.71,368447.22,14202403.15,14173675.13,2264016.49,-,-,-,-,-,746836.48,-,-,-,-,-,-,-,-,-0.129408,0.451362,0.438223,9751769.61,0.2102837707,2019/4/26 17:01:13,56478841.92
603139,016024,80436735,康惠制药,医药制造,003,001,2,shzb,2019-04-27T00:00:00,2019-03-31T00:00:00,10298741.89,87523087.15,75632386.55,0.213598587684365,46024522.92,0.238176989305337,21783162.58,4983073.48,-307746.66,13089166.28,12997647.7,2186554.14,-,-,-,-,-,1097646.82,-,-,-,-,-,-,-,-,0.166257,0.028587,0.00713,9345222.93,-0.0831038095,2019/4/26 16:10:07,46024522.92
603718,016050,80279009,海利生物,农药兽药,003,001,2,shzb,2019-04-27T00:00:00,2019-03-31T00:00:00,6489569.29,80956247.28,86015600.84,0.59963016786541,49389595.69,1.17803176421224,11574944.71,9711058.0,4194322.68,957541.05,1005453.99,-1133195.37,-,-,-,-,-,574964.25,-,-,-,-,-,-,-,-,0.310393,-0.950802,-0.685189,6032844.54,-0.6787114548,2019/4/27 1:17:19,49389595.69
600582,016043,10000391,天地科技,机械行业,003,001,2,shzb,2019-04-27T00:00:00,2019-03-31T00:00:00,71054851.32,4375458956.85,4238962970.01,0.45843458127047,3193219327.69,0.504997288935446,243015731.68,544232902.66,11198762.66,175354076.64,181183357.53,68334655.81,-,-,-,-,-,73306095.12,-,-,-,-,-,-,-,-,0.471157,0.612014,0.44032,66903352.81,0.7277649175,2019/4/26 18:46:40,3193219327.69
603106,016014,80496880,恒银金融,电子信息,003,001,2,shzb,2019-04-27T00:00:00,2019-03-31T00:00:00,9039089.69,173112679.76,191937241.39,-0.378441649700152,123617301.18,-0.453581303113663,34501014.61,8862157.64,-1107102.23,11789597.85,11779343.48,2740253.79,-,-,-,-,-,190034.83,-,-,-,-,-,-,-,-,-0.479445,-0.663149,-0.715809,-13572714.61,-1.5089534708,2019/4/27 0:51:50,123617301.18
300762,016015,80485029,上海瀚讯,通讯行业,003,001,2,cyb,2019-04-27T00:00:00,2019-03-31T00:00:00,-4816552.02,43110629.13,60667427.15,0.467064929289009,20878051.52,5.01396305233929,8175731.54,11538543.3,1271770.26,-7067440.91,-7067440.91,-1725752.12,-,-,-,-,-,6790.72,-,-,-,-,-,-,-,-,1.748375,0.625339,0.692335,-6481233.27,0.6024155426,2019/4/26 21:07:11,20878051.52
300389,016022,80198771,艾比森,电子元件,003,001,2,cyb,2019-04-27T00:00:00,2019-03-31T00:00:00,28310247.67,422629826.41,404990824.25,0.294112067061378,278490996.34,0.310897294979567,62410776.39,26911032.72,10791543.35,29901471.45,29947731.49,1886796.35,-,-,-,-,-,5129800.44,-,-,-,-,-,-,-,-,0.265023,0.136383,0.278855,21018985.82,0.1755423326,2019/4/26 16:40:09,278490996.34
002760,016059,80202122,凤形股份,金属制品,003,001,2,zxb,2019-04-27T00:00:00,2019-03-31T00:00:00,18855438.23,150543728.15,138643218.09,0.245666619703472,113711108.03,0.308057246639464,12593708.68,6857110.09,17291.85,16854249.65,18866428.01,10989.78,-,-,-,-,-,2318480.85,-,-,-,-,-,-,-,-,0.444091,14.583571,11.769683,11125436.24,2.7340082848,2019/4/26 20:26:04,113711108.03
601919,016016,80065439,中远海控,港口水运,003,001,2,shzb,2019-04-27T00:00:00,2019-03-31T00:00:00,687356113.07,35075095504.42,34662974418.88,0.592810307123625,31154996366.49,0.542842976993799,13082750.74,2125507920.27,1308316160.63,1277126364.46,1279166261.27,186777936.98,-,-,-,-,-,53500933.18,-,-,-,-,-,-,-,-,0.599896,1.071766,2.800215,542725584.54,2.6164816563,2019/4/26 22:38:17,31154996366.49
002419,016036,80116566,天虹股份,商业百货,003,001,2,zxb,2019-04-27T00:00:00,2019-03-31T00:00:00,313667070.33,5178433662.08,4808414185.07,-0.0126508727407687,3742871465.12,-0.0309581345348366,927817408.75,98308909.46,-5246322.93,399252550.12,397298348.83,83549786.89,-,-,-,-,-,45186623.61,-,-,-,-,-,-,-,-,-0.008198,0.054295,0.052521,292801575.34,0.0741287513,2019/4/26 16:40:10,3742871465.12
600467,016009,10001342,好当家,农牧饲渔,003,001,2,shzb,2019-04-27T00:00:00,2019-03-31T00:00:00,9365312.58,268989567.03,264280479.73,-0.168145158521419,202171866.15,-0.243751431080926,13211117.95,15982599.14,25791068.09,9709609.03,10237420.76,1517792.93,-,-,-,-,-,1690180.75,-,-,-,-,-,-,-,-,-0.154737,-0.01926,-0.101805,6346196.31,-0.2355734717,2019/7/2 13:43:23,202171866.15
600578,016007,10000387,京能电力,电力行业,003,001,2,shzb,2019-04-27T00:00:00,2019-03-31T00:00:00,435642955.57,3737597792.89,3624128177.33,0.152551989955111,3115919909.37,0.150812564151371,1341953.1,127368121.32,318619938.98,497217259.67,497959185.17,6128353.57,-,-,-,-,-,60877270.48,-,-,-,-,-,-,-,-,0.309197,5.808712,1.935095,431780299.53,2.093669448,2019/4/26 19:49:12,3115919909.37
002115,016015,80089992,三维通信,通讯行业,003,001,2,zxb,2019-04-27T00:00:00,2019-03-31T00:00:00,24019439.42,1000652071.85,959016690.48,0.828554242014382,859515906.89,0.955209974172914,15255104.31,27989395.81,15475262.13,42717630.71,45336152.3,9411746.77,-,-,-,-,-,3075365.07,-,-,-,-,-,-,-,-,0.9246,0.634562,0.1044,20987159.73,0.1083776523,2019/4/26 17:50:27,859515906.89
600483,016007,10001370,福能股份,电力行业,003,001,2,shzb,2019-04-27T00:00:00,2019-03-31T00:00:00,211651764.42,1804370835.04,1729549243.23,0.0472199159556815,1538638389.4,0.0368028634355178,10666080.96,42367815.59,115324452.77,228830741.32,229456664.29,22179069.45,-,-,-,-,-,15842032.73,-,-,-,-,-,-,-,-,0.051718,0.206766,0.002966,187310750.41,-0.1055311428,2019/4/26 16:31:34,1538638389.4
300643,016035,80471566,万通智控,汽车行业,003,001,2,cyb,2019-04-27T00:00:00,2019-03-31T00:00:00,855434.38,65469133.29,65207381.57,0.042692296051848,45587907.51,0.0124433866456962,3935466.92,9752671.95,2092960.88,1595268.95,1670748.41,397894.78,-,-,-,-,-,1016681.63,-,-,-,-,-,-,-,-,0.067829,1.294932,0.881168,-340044.55,0.7428432675,2019/4/26 19:18:40,45587907.51
002162,016044,80098077,悦心健康,玻璃陶瓷,003,001,2,zxb,2019-04-27T00:00:00,2019-03-31T00:00:00,-7519849.53,187927447.05,199665802.33,0.252822932753519,125080028.5,0.307099642367316,38758681.34,19610194.78,11533002.66,-6891558.15,-7253694.69,893434.96,-,-,-,-,-,3017068.93,-,-,-,-,-,-,-,-,0.289166,0.459838,0.375942,-10498560.8,0.1207185987,2019/4/26 16:21:36,125080028.5
603042,016015,80463401,华脉科技,通讯行业,003,001,2,shzb,2019-04-27T00:00:00,2019-03-31T00:00:00,-8864637.3,210668471.21,232642594.8,-0.104905954290549,161024623.29,-0.193246487826616,27228696.41,17720244.37,13619961.86,-13370264.51,-11851611.96,419280.99,-,-,-,-,-,1812032.71,-,-,-,-,-,-,-,-,-0.217253,-2.373331,-2.064741,-16574827.3,-3.1838732902,2019/4/26 20:19:10,161024623.29
603416,016021,80374298,信捷电气,仪器仪表,003,001,2,shzb,2019-04-27T00:00:00,2019-03-31T00:00:00,31121472.85,133810697.14,111068203.25,0.221920761182869,84310870.94,0.229205007198544,8356297.36,5772114.8,29852.02,35458982.56,35407385.57,4275724.02,-,-,-,-,-,1256296.51,-,-,-,-,-,-,-,-,0.150085,0.021954,0.138931,26190222.25,0.0970525283,2019/4/26 16:19:02,84310870.94
